serialno,sporder,wagp,occp,rac1p,fhisp
2017000386182,2,100000,50,9,0
2017000387006,1,280000,1300,6,0
2017000387111,1,0,,1,0
2017000387111,2,11800,4230,1,0
2017000387241,1,50000,310,1,0
2017000387419,1,0,,1,0
2017000387419,2,500,2340,1,0
2017000387871,1,180000,800,1,0
2017000388331,1,0,,2,0
2017000389004,1,0,8320,1,0
2017000389004,2,65000,2400,1,0
2017000389855,1,80000,6440,6,0
2017000389855,2,,,6,0
2017000389855,3,0,,6,0
2017000389960,1,9100,4610,6,0
2017000389960,2,59000,6240,6,0
2017000389960,3,,,6,0
2017000389960,4,,,6,0
2017000390179,1,0,630,9,0
2017000390179,2,30000,1965,9,0
2017000390738,1,90000,2850,1,0
2017000390738,2,190000,2600,1,0
2017000390893,1,493000,2200,1,0
2017000390929,1,13000,4720,6,0
2017000390929,2,10100,4710,1,0
2017000390940,1,220000,1020,6,0
2017000390940,2,0,,6,0
2017000390940,3,0,,6,0
2017000390940,4,,,6,0
2017000391002,1,0,4810,6,0
2017000391002,2,40000,40,6,0
2017000391002,3,,,6,0
2017000391002,4,,,6,0
2017000391002,5,0,,6,0
2017000391002,6,0,,6,0
2017000391332,1,0,,1,0
2017000391466,1,34000,6240,1,0
2017000391466,2,105000,2200,1,0
2017000391762,1,7000,8750,1,0
2017000392050,1,40000,1400,9,0
2017000392050,2,210000,4710,6,0
2017000393039,1,120000,2100,1,0
2017000393733,1,110000,40,1,0
2017000393733,2,105000,2830,1,0
2017000393733,3,,,1,0
2017000393733,4,,,1,0
2017000393785,1,67000,3255,1,0
2017000393785,2,0,4840,1,0
2017000393991,1,140000,1020,1,0
2017000393991,2,130000,1760,1,0
2017000394014,1,65000,5120,6,0
2017000394014,2,43000,6440,6,0
2017000394014,3,3100,5700,6,0
2017000394014,4,0,,6,0
2017000394014,5,0,,6,0
2017000394180,1,0,,3,0
2017000394180,2,3600,5240,3,0
2017000394180,3,3200,3655,3,0
2017000394683,1,14500,4600,1,0
2017000394683,2,0,,9,0
2017000395010,1,0,,1,0
2017000395010,2,150000,800,1,0
2017000395210,1,52000,3600,1,0
2017000395361,1,26000,5240,8,0
2017000395505,1,200000,1060,1,0
2017000396545,1,0,,1,0
2017000397021,1,92000,50,1,0
2017000397021,2,150000,940,1,0
2017000397120,1,160000,2100,1,0
2017000397120,2,60000,2100,1,0
2017000397120,3,,,1,0
2017000397120,4,,,1,0
2017000397199,1,0,,1,0
2017000397199,2,70000,2310,2,0
2017000397231,1,20000,430,1,0
2017000397490,1,125000,2160,1,0
2017000397490,2,150000,1020,1,0
2017000398708,1,210000,800,1,0
2017000398763,1,130000,1050,1,0
2017000398763,2,100000,1020,9,0
2017000398763,3,90000,2630,1,0
2017000398763,4,30000,735,6,0
2017000398969,1,46600,5620,6,0
2017000399195,1,85000,310,1,0
2017000399195,2,45000,6200,1,0
2017000399429,1,50000,9560,9,0
2017000399751,1,60000,2830,1,0
2017000399751,2,160000,3255,1,0
2017000400700,1,15000,1050,6,0
2017000400700,2,0,,6,0
2017000400700,3,24000,4820,6,0
2017000400700,4,34000,4220,6,0
2017000400700,5,0,5240,6,0
2017000400899,1,0,2630,1,0
2017000400922,1,35000,2310,1,0
2017000400922,2,0,,1,0
2017000400981,1,72000,2840,9,0
2017000400981,2,163000,120,1,0
2017000401182,1,89000,1050,1,0
2017000401182,2,,,1,0
2017000401182,3,,,1,0
2017000401182,4,160000,3060,1,0
2017000401503,1,112000,1020,6,0
2017000401503,2,30000,9640,6,0
2017000401503,3,0,,6,0
2017000401503,4,112000,9830,6,0
2017000401503,5,,,6,0
2017000401503,6,,,6,0
2017000401950,1,0,,1,0
2017000401977,1,100000,1020,9,0
2017000401977,2,145000,735,6,0
2017000402441,1,85000,3255,4,0
2017000402441,2,150000,1020,1,0
2017000402441,3,,,1,0
2017000402441,4,,,1,0
2017000402441,5,0,,3,0
2017000402733,1,28000,800,6,0
2017000402768,1,220000,420,6,0
2017000402768,2,,,9,0
2017000402768,3,150000,1700,1,0
2017000402966,1,127000,630,1,0
2017000402966,2,140000,50,1,0
2017000403368,1,110000,2825,1,0
2017000403368,2,250000,10,1,0
2017000403407,1,0,,6,0
2017000403407,2,0,4840,6,0
2017000403407,3,0,,6,0
2017000403407,4,0,,6,0
2017000403832,1,165000,740,1,0
2017000403832,2,0,710,1,0
2017000404736,1,0,,6,0
2017000404736,2,0,,6,0
2017000404736,3,35000,3245,6,0
2017000404876,1,100000,120,1,0
2017000404959,1,0,,2,0
2017000405399,1,80000,2825,1,0
2017000405791,1,0,,1,0
2017000406205,1,100000,5000,6,0
2017000406205,2,25000,4430,1,0
2017000406231,1,493000,3060,1,0
2017000406231,2,50000,5400,1,0
2017000406231,3,115000,1010,1,0
2017000406236,1,105000,1300,1,0
2017000406236,2,54000,2145,1,0
2017000406236,3,0,,1,0
2017000406236,4,,,1,0
2017000406398,1,493000,4920,1,0
2017000406425,1,160000,430,1,0
2017000406425,2,,,1,0
2017000406425,3,29000,2010,1,0
2017000406444,1,0,430,1,0
2017000406571,1,110000,1820,1,0
2017000406571,2,,,9,0
2017000406592,1,115000,6440,6,0
2017000406592,2,0,5860,6,0
2017000406650,1,117000,3010,6,0
2017000406650,2,30000,1030,6,0
2017000406650,3,,,6,0
2017000406650,4,,,6,0
2017000406809,1,0,,6,0
2017000408122,1,181000,2100,1,0
2017000408122,2,100000,2630,1,0
2017000408122,3,,,1,0
2017000408122,4,,,1,0
2017000408122,5,,,1,0
2017000408161,1,183000,1050,1,0
2017000408161,2,11000,4760,1,0
2017000409383,1,0,1820,1,0
2017000409437,1,30000,9130,1,0
2017000409437,2,1600,3255,1,0
2017000409437,3,0,,1,0
2017000409437,4,0,,1,0
2017000409437,5,,,1,0
2017000409437,6,44000,7750,1,0
2017000409445,1,50000,4220,6,0
2017000409445,2,0,,6,0
2017000409445,3,35000,4520,6,0
2017000409445,4,0,,6,0
2017000409477,1,30000,2320,1,0
2017000409507,1,125000,420,1,0
2017000409543,1,493000,4965,6,0
2017000409543,2,493000,5360,1,0
2017000409543,3,,,9,0
2017000409543,4,,,9,0
2017000409627,1,72000,2040,6,0
2017000409627,2,65000,2100,6,0
2017000409627,3,,,6,0
2017000409952,1,0,4700,1,0
2017000410663,1,100000,430,1,0
2017000410663,2,150000,1020,8,0
2017000410902,1,75000,5140,6,0
2017000410902,2,46000,9620,6,0
2017000411202,1,42000,2200,1,0
2017000411202,2,85000,2840,1,0
2017000411202,3,0,,1,0
2017000411202,4,,,1,0
2017000413921,1,0,4030,6,0
2017000413921,2,10000,4030,6,0
2017000413921,3,35000,310,6,0
2017000413921,4,20000,4600,6,0
2017000413921,5,20000,4760,6,0
2017000414037,1,10000,4800,1,0
2017000414037,2,50000,430,1,0
2017000414037,3,10000,4800,6,0
2017000414037,4,2000,735,6,0
2017000414301,1,70000,220,6,0
2017000414301,2,0,,6,0
2017000414301,3,,,6,0
2017000414610,1,90000,2340,1,0
2017000415130,1,32000,5400,2,0
2017000415780,1,100000,4840,1,1
2017000415780,2,100000,710,1,1
2017000415892,1,0,2630,1,0
2017000416096,1,120000,430,1,0
2017000416096,2,70000,1965,1,0
2017000416744,1,720,3930,1,0
2017000416744,2,60000,6230,1,0
2017000416744,3,27000,5620,9,0
2017000416750,1,493000,3060,1,0
2017000416750,2,0,3310,1,0
2017000417094,1,0,4020,6,0
2017000417094,2,0,,6,0
2017000417158,1,0,,1,0
2017000417158,2,0,,1,0
2017000417158,3,0,,1,0
2017000417659,1,42000,4030,6,0
2017000417659,2,60000,9130,6,0
2017000417659,3,25000,7750,6,0
2017000417659,4,,,6,0
2017000417697,1,0,9920,2,0
2017000417799,1,200000,1020,1,0
2017000417799,2,260000,4850,1,0
2017000418631,1,0,,2,0
2017000418631,2,0,,2,0
2017000418972,1,82000,2860,1,0
2017000418972,2,39000,2310,1,0
2017000419035,1,49000,420,1,0
2017000419035,2,165000,430,1,0
2017000419299,1,30000,20,6,0
2017000419299,2,0,4850,6,0
2017000419299,3,1000,2540,6,0
2017000419299,4,1000,5810,6,0
2017000419442,1,0,710,6,0
2017000419442,2,150000,1020,6,0
2017000420814,1,85000,110,6,0
2017000420814,2,100000,2630,6,0
2017000420935,1,50000,420,1,0
2017000420935,2,200000,7000,1,0
2017000420935,3,,,1,0
2017000420935,4,,,1,0
2017000421249,1,40000,4850,1,0
2017000421867,1,135000,1010,1,0
2017000422097,1,0,,1,0
2017000422393,1,0,,1,0
2017000422393,2,0,6260,1,0
2017000422562,1,493000,1610,1,0
2017000424173,1,35000,7340,1,0
2017000425093,1,0,4610,6,0
2017000425161,1,75000,3255,6,0
2017000425232,1,0,5320,6,0
2017000425248,1,0,,6,0
2017000425248,2,0,,6,0
2017000426300,1,0,,6,0
2017000426300,2,15900,4720,2,0
2017000426300,3,11400,3600,6,0
2017000426593,1,0,,2,0
2017000426593,2,500,9130,2,0
2017000426593,3,0,,2,0
2017000426593,4,,,2,0
2017000426593,5,,,2,0
2017000426714,1,0,2000,6,0
2017000426797,1,62000,4220,6,1
2017000426797,2,59000,5240,6,1
2017000426942,1,139000,120,1,0
2017000426978,1,700,2100,1,0
2017000426978,2,0,3245,1,0
2017000427413,1,0,2600,1,0
2017000427430,1,75000,430,6,0
2017000427430,2,,,9,0
2017000427430,3,65000,2310,9,0
2017000428652,1,57000,4230,6,0
2017000428652,2,0,6440,6,0
2017000428652,3,12000,1540,6,0
2017000429147,1,80000,3030,1,0
2017000429147,2,0,6200,1,0
2017000429383,1,90000,2200,1,0
2017000429411,1,150000,3255,1,0
2017000429472,1,200000,740,6,0
2017000429472,2,140000,50,1,0
2017000429802,1,10000,3060,1,0
2017000429857,1,45000,5240,6,0
2017000429857,2,60000,9120,6,1
2017000429857,3,0,4720,6,1
2017000429857,4,14000,5860,6,1
2017000429857,5,0,,6,1
2017000429881,1,60000,430,1,0
2017000430239,1,60000,430,1,0
2017000430638,1,0,3400,1,0
2017000430638,2,45000,5940,1,0
2017000430638,3,42000,310,1,0
2017000430638,4,52000,4110,1,0
2017000430738,1,55000,5700,6,0
2017000430738,2,38000,8965,6,0
2017000430738,3,12000,4760,6,0
2017000431298,1,0,7750,6,0
2017000431298,2,0,,6,0
2017000431298,3,100000,3255,6,0
2017000431727,1,0,,2,0
2017000431769,1,0,430,6,0
2017000431769,2,0,,6,0
2017000431769,3,,,6,0
2017000431769,4,115000,800,6,0
2017000431919,1,90000,3160,1,0
2017000432019,1,0,3640,6,0
2017000432313,1,0,4220,2,0
2017000432313,2,88000,5000,6,0
2017000432313,3,85000,3850,9,0
2017000432313,4,30000,3850,9,0
2017000433401,1,47500,2630,1,0
2017000433401,2,2600,4600,1,0
2017000433401,3,2000,4720,1,0
2017000433688,1,90000,110,1,0
2017000434030,1,265000,3060,1,0
2017000434030,2,230000,3060,9,0
2017000434030,3,,,9,0
2017000434030,4,,,9,0
2017000434467,1,61000,5550,6,0
2017000434467,2,40000,4030,6,0
2017000434467,3,30000,4230,6,0
2017000434467,4,120000,3945,6,0
2017000434467,5,71000,3930,6,0
2017000434467,6,,,6,0
2017000434467,7,,,6,0
2017000434467,8,17700,5620,6,0
2017000434467,9,16000,4030,6,0
2017000434467,10,0,,6,0
2017000434467,11,0,4610,6,0
2017000434752,1,69000,9620,1,0
2017000434752,2,32000,3645,1,0
2017000434909,1,19000,430,1,0
2017000434909,2,0,2600,1,0
2017000435742,1,90000,2100,1,0
2017000435742,2,100000,840,1,0
2017000436178,1,0,,9,0
2017000436362,1,100000,120,1,0
2017000436412,1,12000,4230,6,0
2017000436412,2,45000,1760,6,0
2017000436412,3,0,4810,6,0
2017000436412,4,,,6,0
2017000436412,5,,,6,0
2017000436450,1,0,,8,0
2017000436450,2,10000,4020,8,1
2017000437285,1,28000,4230,6,0
2017000437285,2,0,,6,0
2017000437285,3,,,6,0
2017000437910,1,70000,9000,1,0
2017000438443,1,0,9130,6,0
2017000438443,2,32000,4230,6,0
2017000438443,3,,,6,0
2017000438443,4,,,6,0
2017000438686,1,30000,4810,1,0
2017000438843,1,6000,735,1,0
2017000439739,1,20000,9130,1,0
2017000439739,2,20000,5120,6,0
2017000439951,1,86000,3245,1,0
2017000439951,2,40000,2310,8,0
2017000440095,1,0,,2,0
2017000440205,1,0,,1,0
2017000440205,2,493000,2200,6,0
2017000440205,3,0,,9,0
2017000440257,1,55000,4110,1,0
2017000440592,1,104000,3160,1,0
2017000440592,2,0,2300,8,0
2017000440592,3,0,,9,0
2017000440592,4,,,9,0
2017000440842,1,60000,4110,6,0
2017000440842,2,0,3930,6,0
2017000440842,3,50000,5840,6,0
2017000441267,1,0,,1,0
2017000441284,1,150000,800,1,0
2017000441284,2,80000,2630,1,0
2017000441300,1,0,,1,0
2017000441300,2,0,,1,0
2017000441300,3,,,1,0
2017000441300,4,,,1,0
2017000441424,1,50000,1020,1,0
2017000441424,2,0,2630,1,0
2017000441815,1,0,5860,1,0
2017000441815,2,15000,4250,1,0
2017000441829,1,80000,800,6,0
2017000442976,1,74000,4110,6,0
2017000442976,2,180000,4965,6,0
2017000443430,1,115000,5240,1,0
2017000443838,1,0,,2,0
2017000444365,1,180000,2825,1,0
2017000444365,2,,,1,0
2017000444365,3,,,1,0
2017000444365,4,,,6,0
2017000444365,5,,,6,0
2017000444365,6,150000,1700,1,0
2017000444404,1,26600,2340,2,0
2017000444404,2,4500,3420,2,0
2017000444556,1,0,,6,0
2017000444695,1,130000,110,1,0
2017000444695,2,190000,2600,1,0
2017000445209,1,181000,4220,6,0
2017000445209,2,,,6,0
2017000445345,1,0,,2,0
2017000445726,1,96000,2100,1,0
2017000445974,1,115000,1020,1,0
2017000445974,2,35100,1020,6,0
2017000445979,1,110000,950,1,0
2017000445979,2,19200,4700,1,0
2017000446234,1,66000,1530,1,1
2017000446234,2,45000,2145,1,1
2017000446498,1,30000,3647,9,0
2017000446498,2,30000,5240,8,0
2017000446573,1,117000,50,1,0
2017000446573,2,15000,4840,1,0
2017000446683,1,493000,2100,1,0
2017000446683,2,23000,430,1,0
2017000446683,3,,,1,0
2017000446767,1,185000,430,1,0
2017000446767,2,200000,735,1,0
2017000446767,3,,,1,0
2017000447114,1,0,4610,2,0
2017000447114,2,0,,2,0
2017000447114,3,13000,3600,2,0
2017000447114,4,35000,430,2,0
2017000447114,5,15000,420,2,0
2017000447838,1,0,1050,1,0
2017000447838,2,,,1,0
2017000448709,1,40000,4700,2,0
2017000449068,1,48300,8220,6,0
2017000449068,2,20000,4230,6,0
2017000449068,3,0,4720,6,0
2017000449068,4,,,6,0
2017000450022,1,15000,4700,1,0
2017000450022,2,120000,3255,6,0
2017000450343,1,54000,1820,1,0
2017000450343,2,55000,2910,1,0
2017000450544,1,6000,5000,1,0
2017000450544,2,150000,2200,1,0
2017000450544,3,0,710,1,0
2017000450544,4,22000,9620,1,0
2017000451303,1,50000,2330,1,0
2017000451303,2,50000,4020,6,0
2017000451436,1,175000,350,6,0
2017000451436,2,0,3040,6,0
2017000451436,3,,,6,0
2017000452544,1,120000,735,6,0
2017000452717,1,0,,1,0
2017000452717,2,250000,2100,1,0
2017000452717,3,80000,910,1,0
2017000452717,4,100000,630,1,0
2017000452803,1,120000,1760,6,0
2017000452803,2,118000,1650,6,0
2017000452803,3,0,,6,0
2017000452803,4,0,,6,0
2017000453223,1,140000,1006,6,0
2017000453223,2,0,4920,6,0
2017000453223,3,,,6,0
2017000453913,1,80000,6200,1,0
2017000453913,2,40000,9000,1,0
2017000455971,1,123000,2200,1,0
2017000455971,2,24000,2430,6,0
2017000456785,1,0,,6,0
2017000456785,2,19400,4760,9,0
2017000457623,1,28500,3930,6,0
2017000458099,1,0,,6,0
2017000458099,2,150000,120,6,0
2017000458099,3,75000,1050,6,0
2017000458654,1,0,2910,1,0
2017000458654,2,135000,410,1,0
2017000458680,1,145000,430,6,0
2017000458680,2,110000,710,1,0
2017000459130,1,0,1400,9,0
2017000459130,2,60000,310,6,0
2017000459404,1,90000,3320,6,0
2017000459404,2,50000,3645,6,0
2017000459404,3,,,6,0
2017000459404,4,,,6,0
2017000459404,5,150000,3258,6,0
2017000459404,6,0,,6,0
2017000459404,7,,,6,0
2017000459404,8,150000,1020,6,0
2017000459404,9,10000,4720,6,0
2017000460228,1,140000,840,1,0
2017000460833,1,0,,6,1
2017000460833,2,0,5700,6,0
2017000460893,1,113000,120,1,0
2017000460893,2,160000,4800,1,0
2017000461103,1,0,,1,0
2017000461103,2,3500,4610,1,0
2017000461641,1,10000,4620,1,0
2017000461641,2,175000,4800,1,0
2017000462058,1,0,,6,1
2017000462404,1,140000,40,9,0
2017000463385,1,0,2910,8,0
2017000463385,2,35000,1900,8,0
2017000463385,3,0,9610,8,0
2017000463385,4,,,8,0
2017000464406,1,25600,4130,1,0
2017000464406,2,50000,5860,1,0
2017000464406,3,120000,3255,2,0
2017000464406,4,14500,6260,1,0
2017000464406,5,0,4030,2,0
2017000464406,6,3000,3600,2,0
2017000464406,7,7200,5240,2,0
2017000464406,8,25000,5240,1,0
2017000464406,9,,,2,0
2017000464406,10,,,1,0
2017000464721,1,45000,50,8,0
2017000464721,2,0,50,8,0
2017000465621,1,70000,4220,6,0
2017000465621,2,0,,6,0
2017000465621,3,24000,3930,6,0
2017000465693,1,0,,6,0
2017000465693,2,36000,3930,6,0
2017000465693,3,,,9,0
2017000465693,4,,,9,0
2017000465693,5,0,,1,0
2017000465920,1,0,,1,0
2017000466202,1,0,,6,0
2017000466202,2,100000,7210,6,0
2017000466202,3,,,6,0
2017000466202,4,,,6,0
2017000466753,1,78000,2200,6,0
2017000466753,2,123000,1020,1,0
2017000467300,1,0,,6,0
2017000467460,1,0,4230,8,0
2017000468028,1,0,4720,6,0
2017000468028,2,0,,6,0
2017000469382,1,97000,6355,6,0
2017000469382,2,20000,4230,6,0
2017000469382,3,0,,6,0
2017000469382,4,,,6,0
2017000469429,1,140000,50,1,0
2017000469429,2,0,3040,6,0
2017000469779,1,114000,9050,6,0
2017000469931,1,0,,2,0
2017000470220,1,0,,1,0
2017000470220,2,80000,9620,1,0
2017000470486,1,0,410,1,0
2017000470486,2,100000,1107,6,0
2017000470486,3,100000,1006,6,0
2017000470486,4,100000,1006,6,0
2017000470486,5,100000,1107,6,0
2017000471625,1,0,,6,0
2017000472291,1,130000,220,9,0
2017000472291,2,150000,4820,6,0
2017000472910,1,105000,1300,1,0
2017000473052,1,55000,5840,1,0
2017000473304,1,100000,430,1,0
2017000473304,2,0,,2,0
2017000473304,3,100000,4840,1,0
2017000473304,4,100000,710,1,0
2017000473631,1,0,,6,0
2017000473631,2,0,,6,0
2017000475298,1,27000,4140,8,0
2017000475298,2,0,,8,0
2017000475298,3,5000,4720,8,0
2017000475298,4,0,,8,0
2017000475499,1,85000,4000,1,0
2017000475499,2,75000,4800,1,0
2017000476190,1,0,2910,1,0
2017000476190,2,0,6420,1,0
2017000476190,3,0,2340,1,0
2017000476329,1,32000,4610,2,0
2017000476329,2,,,2,0
2017000476971,1,0,,6,0
2017000476982,1,180000,136,1,0
2017000476982,2,193000,800,1,0
2017000477937,1,0,,1,0
2017000477937,2,50000,735,1,0
2017000478155,1,145000,136,1,0
2017000478155,2,12000,3600,6,0
2017000478299,1,165000,850,1,0
2017000478299,2,24000,40,1,0
2017000478312,1,40000,350,1,0
2017000478312,2,220000,50,1,0
2017000478440,1,0,,2,0
2017000478541,1,25000,7800,6,0
2017000478541,2,18000,4110,6,0
2017000478541,3,,,6,0
2017000478541,4,,,6,0
2017000478541,5,23000,4120,6,0
2017000478541,6,11600,4120,6,0
2017000478661,1,0,2100,1,0
2017000478661,2,80000,2100,1,0
2017000478694,1,7200,4110,6,0
2017000478718,1,96000,410,1,0
2017000478718,2,245000,3255,1,0
2017000478718,3,28000,5700,1,0
2017000479242,1,70000,2100,6,0
2017000479242,2,12000,5000,1,0
2017000479242,3,70000,2010,8,0
2017000479335,1,1500,4020,1,0
2017000479335,2,7000,4020,1,0
2017000479399,1,70000,2630,1,0
2017000479399,2,,,1,0
2017000479399,3,0,,1,1
2017000479761,1,115000,6355,5,0
2017000480046,1,100000,4840,1,0
2017000480046,2,100000,840,1,0
2017000480250,1,0,,6,0
2017000480250,2,0,,6,0
2017000480448,1,0,4700,1,0
2017000480448,2,0,4220,1,0
2017000480566,1,0,,7,0
2017000480796,1,49000,4220,6,0
2017000480796,2,0,220,6,0
2017000480796,3,38400,5120,6,0
2017000480796,4,30000,3500,6,0
2017000480796,5,0,,6,0
2017000480796,6,35000,4220,6,0
2017000480796,7,0,,6,0
2017000480957,1,120000,3050,1,0
2017000480957,2,50000,5240,1,0
2017000481225,1,45000,5860,1,0
2017000481225,2,2500,4030,1,0
2017000481448,1,45000,9130,6,0
2017000481448,2,28000,9120,6,0
2017000481448,3,40000,4230,6,0
2017000481448,4,0,,6,0
2017000481448,5,,,6,0
2017000481527,1,100000,2710,9,0
2017000481527,2,80000,2200,1,0
2017000481527,3,,,9,0
2017000482353,1,100000,840,6,0
2017000482353,2,100000,5310,6,0
2017000482361,1,100000,4710,1,0
2017000482361,2,58000,230,1,0
2017000482405,1,126000,2840,1,0
2017000482405,2,1100,4760,1,0
2017000482527,1,72000,1430,2,0
2017000482527,2,26000,4110,6,0
2017000482527,3,35000,7700,1,0
2017000482527,4,21600,5410,6,0
2017000482527,5,115000,1020,1,0
2017000484840,1,0,120,1,0
2017000484840,2,0,,1,0
2017000485340,1,120000,1020,1,0
2017000486744,1,0,,1,0
2017000486764,1,25000,2010,1,0
2017000486918,1,105000,110,1,0
2017000486918,2,41000,4700,6,0
2017000487067,1,2000,4760,1,0
2017000487115,1,0,,1,0
2017000487115,2,45000,2100,1,0
2017000487705,1,0,,1,0
2017000487705,2,83000,1006,1,0
2017000487705,3,9000,2040,9,0
2017000487937,1,220000,10,1,0
2017000487937,2,60000,2860,1,0
2017000487937,3,,,1,0
2017000487937,4,,,1,0
2017000489501,1,65000,710,1,0
2017000489501,2,75000,2145,1,0
2017000489501,3,,,1,0
2017000489501,4,,,1,0
2017000489501,5,,,1,0
2017000489501,6,,,1,0
2017000489501,7,,,1,0
2017000489833,1,250000,500,1,0
2017000489833,2,175000,410,1,0
2017000490101,1,94000,2010,1,0
2017000490101,2,1000,2025,6,0
2017000491253,1,21800,1020,9,0
2017000491499,1,0,,2,0
2017000491678,1,120000,1030,1,0
2017000491678,2,12000,2630,6,0
2017000491777,1,255000,350,6,0
2017000491777,2,120000,710,1,0
2017000491821,1,0,,1,0
2017000492153,1,30000,565,1,0
2017000492153,2,30000,4600,1,0
2017000492153,3,13000,9620,1,0
2017000492153,4,20000,7430,1,0
2017000492153,5,32000,700,1,0
2017000492153,6,,,1,0
2017000492544,1,105000,5240,1,0
2017000492544,2,100000,1360,1,0
2017000493297,1,493000,3060,6,0
2017000493297,2,85000,2840,1,0
2017000493297,3,,,9,0
2017000493297,4,,,9,0
2017000494651,1,10000,7350,6,0
2017000494651,2,42000,850,6,0
2017000494651,3,35000,9130,6,0
2017000494724,1,0,2630,1,0
2017000495509,1,95000,1020,9,0
2017000495509,2,110000,430,9,0
2017000495509,3,,,9,0
2017000497351,1,181000,3930,1,0
2017000497743,1,39300,4220,8,0
2017000497743,2,0,,8,0
2017000497743,3,0,,8,0
2017000497743,4,0,,8,0
2017000497743,5,20000,4220,8,0
2017000497743,6,40000,5510,8,0
2017000497743,7,0,,8,0
2017000497743,8,40000,7610,8,0
2017000498252,1,0,2100,1,0
2017000498252,2,75000,9620,6,0
2017000498252,3,0,1050,6,0
2017000498252,4,0,5940,6,0
2017000498252,5,,,6,0
2017000498252,6,,,6,0
2017000498252,7,,,6,0
2017000498304,1,48000,5400,6,0
2017000498304,2,60000,1460,6,0
2017000498304,3,0,4030,6,0
2017000498304,4,0,4130,6,0
2017000498304,5,57000,3649,6,0
2017000498304,6,,,6,0
2017000498304,7,,,6,0
2017000498425,1,152000,4840,1,0
2017000501653,1,0,,1,0
2017000501897,1,27700,4220,6,1
2017000501897,2,0,,6,1
2017000502052,1,4000,8410,6,0
2017000502052,2,0,,6,0
2017000502060,1,0,710,1,0
2017000502306,1,0,205,9,0
2017000502630,1,290000,10,1,0
2017000502630,2,250000,136,1,0
2017000502630,3,,,1,0
2017000502903,1,175000,4850,1,0
2017000502903,2,175000,220,1,0
2017000504019,1,9000,4610,6,0
2017000504019,2,,,6,0
2017000504019,3,,,6,0
2017000504019,4,,,6,0
2017000504162,1,45000,3255,1,0
2017000504901,1,140000,3255,6,0
2017000505569,1,0,,8,0
2017000505569,2,32500,3930,8,0
2017000505569,3,0,,8,0
2017000505569,4,0,,8,0
2017000505569,5,25100,4140,9,0
2017000505704,1,0,4540,2,0
2017000505846,1,0,4700,1,0
2017000505846,2,110000,1220,1,0
2017000505846,3,35000,4030,1,0
2017000505846,4,110000,1220,1,0
2017000506061,1,125000,3740,1,0
2017000506061,2,135000,3255,1,0
2017000506182,1,82000,725,1,0
2017000506197,1,0,4110,1,0
2017000506391,1,0,2100,1,0
2017000506391,2,0,,1,0
2017000506475,1,48000,136,1,0
2017000506583,1,0,,1,0
2017000508437,1,0,10,6,0
2017000508437,2,0,10,1,0
2017000508437,3,,,9,0
2017000508437,4,,,9,0
2017000508779,1,170000,50,1,0
2017000508779,2,170000,20,1,0
2017000509762,1,30000,136,1,0
2017000509844,1,23000,5810,6,0
2017000509892,1,1000,4620,2,0
2017000509892,2,,,2,0
2017000510075,1,177000,3060,8,0
2017000510075,2,64000,3060,8,0
2017000510361,1,98000,3850,1,1
2017000510361,2,46000,5810,1,1
2017000510361,3,,,1,1
2017000510361,4,,,1,1
2017000510478,1,0,4250,6,0
2017000510478,2,0,,6,0
2017000510478,3,24000,4110,6,0
2017000511798,1,65000,5240,1,0
2017000511798,2,100000,4850,1,0
2017000512094,1,280000,3040,1,0
2017000512094,2,40000,3520,1,0
2017000512615,1,0,,1,0
2017000513034,1,11000,2630,1,0
2017000513034,2,116000,2630,1,0
2017000514424,1,0,5310,1,0
2017000514424,2,3000,4760,1,0
2017000514843,1,6900,4250,1,0
2017000514927,1,36000,4020,6,0
2017000514927,2,,,6,0
2017000514927,3,,,6,0
2017000514927,4,,,6,0
2017000515328,1,68000,2760,1,0
2017000515547,1,35200,7200,6,0
2017000515547,2,20000,4720,6,0
2017000515547,3,0,,6,0
2017000515547,4,,,6,0
2017000515547,5,30000,5000,6,0
2017000515547,6,0,,6,0
2017000515547,7,0,,6,0
2017000515653,1,0,,2,0
2017000516068,1,180000,1550,6,0
2017000517986,1,239000,10,1,0
2017000517986,2,40000,3520,1,0
2017000518588,1,60000,7200,6,0
2017000518588,2,0,4610,6,0
2017000518588,3,,,6,0
2017000518588,4,16000,4020,6,0
2017000518588,5,0,4720,6,0
2017000518588,6,,,6,0
2017000518588,7,,,6,0
2017000518696,1,17000,5940,2,0
2017000518892,1,45000,5840,1,0
2017000518892,2,28000,2900,1,0
2017000518892,3,65000,310,8,0
2017000518892,4,50000,800,1,0
2017000519556,1,0,710,1,0
2017000519821,1,160000,430,1,0
2017000519821,2,150000,4840,1,0
2017000519821,3,150000,4850,1,0
2017000519986,1,0,,1,0
2017000519986,2,0,,1,0
2017000520029,1,0,,6,0
2017000520268,1,96000,50,1,0
2017000520268,2,100000,1107,6,0
2017000520496,1,50000,2630,1,0
2017000520496,2,50000,726,1,0
2017000520577,1,80000,710,1,0
2017000520577,2,100000,840,1,0
2017000520577,3,127000,710,1,0
2017000520577,4,127000,710,1,0
2017000521784,1,127000,2825,1,0
2017000521784,2,184000,2200,1,0
2017000522628,1,142000,1020,6,0
2017000522628,2,3300,4610,1,0
2017000522628,3,58000,2920,1,0
2017000522628,4,68000,430,1,0
2017000522663,1,9000,4110,1,0
2017000522663,2,37500,1760,1,0
