serialno,sporder,wagp,occp,rac1p,fhisp
2013000921334,1,160000,1020,1,0
2013000921334,2,95000,2850,1,0
2013000921805,1,0,,1,1
2013000921892,1,421000,10,1,0
2013000921892,2,100000,120,1,0
2013000921892,3,,,1,0
2013000921892,4,,,1,0
2013000922186,1,0,4760,1,0
2013000922627,1,40000,430,1,0
2013000922627,2,98000,2630,1,0
2013000923109,1,10000,4720,7,0
2013000923109,2,,,7,0
2013000923109,3,,,7,0
2013000923449,1,169000,2100,1,0
2013000923449,2,421000,3600,1,0
2013000924819,1,5000,4040,2,0
2013000924819,2,30000,4110,1,0
2013000925115,1,0,5910,1,0
2013000925393,1,0,9920,6,0
2013000925500,1,60000,2310,1,0
2013000925759,1,41000,3255,1,0
2013000925854,1,0,9920,8,0
2013000926348,1,2000,9140,1,0
2013000926725,1,100000,2100,1,0
2013000926725,2,40000,4000,2,0
2013000928142,1,0,,8,0
2013000928200,1,80000,735,1,0
2013000928200,2,85000,100,1,0
2013000928797,1,160000,4710,6,0
2013000928797,2,50000,4920,6,0
2013000928797,3,0,,6,0
2013000929214,1,0,,6,0
2013000930516,1,20000,9620,6,0
2013000930516,2,20000,9640,6,0
2013000931842,1,0,,9,0
2013000932072,1,25000,8965,2,0
2013000932903,1,0,,6,0
2013000932903,2,25000,9140,6,0
2013000932903,3,0,,6,0
2013000932903,4,0,,6,0
2013000932944,1,0,,1,0
2013000933053,1,0,410,1,0
2013000933146,1,39700,2830,1,0
2013000933502,1,0,4120,6,0
2013000933502,2,3000,5810,6,0
2013000933502,3,0,,6,0
2013000935098,1,21100,2600,1,0
2013000935495,1,85000,5240,1,0
2013000935495,2,65000,3535,1,0
2013000936203,1,1400,9620,1,0
2013000937210,1,100000,1360,1,0
2013000937210,2,0,4950,1,0
2013000937210,3,57000,3030,1,0
2013000937255,1,198000,110,1,0
2013000937512,1,0,,2,0
2013000938138,1,0,4920,1,0
2013000938488,1,35000,430,6,0
2013000939840,1,421000,950,1,0
2013000939840,2,50000,1820,1,0
2013000939840,3,0,4760,1,0
2013000940276,1,0,,1,0
2013000940276,2,0,5700,9,0
2013000940822,1,0,,6,0
2013000940822,2,10800,4720,6,0
2013000940822,3,,,6,0
2013000940822,4,,,6,0
2013000942156,1,74000,2200,2,0
2013000942156,2,0,,2,0
2013000942156,3,,,2,0
2013000942521,1,175000,2850,1,0
2013000942521,2,,,1,0
2013000942741,1,13000,4610,6,0
2013000942741,2,0,,6,0
2013000942892,1,110000,230,1,0
2013000942892,2,100000,2310,1,0
2013000943190,1,0,710,1,0
2013000943190,2,,,1,0
2013000943190,3,72000,10,1,0
2013000943347,1,0,,2,0
2013000944034,1,84000,2310,1,0
2013000944034,2,15000,4040,1,0
2013000944079,1,0,,1,0
2013000944079,2,0,,6,0
2013000944202,1,180000,10,6,0
2013000944202,2,0,,6,0
2013000944202,3,,,6,0
2013000944202,4,,,6,0
2013000944202,5,,,6,0
2013000944556,1,92000,1430,1,0
2013000944556,2,0,,1,0
2013000944556,3,0,,1,0
2013000944556,4,,,1,0
2013000945507,1,0,,1,0
2013000946296,1,110000,50,1,0
2013000946296,2,100000,220,1,0
2013000946401,1,0,,1,0
2013000946401,2,30000,5120,1,0
2013000946401,3,0,4230,1,0
2013000946401,4,72000,4465,1,0
2013000946401,5,140000,10,1,0
2013000947464,1,0,2830,1,0
2013000947477,1,30000,4000,6,0
2013000947477,2,0,8255,6,0
2013000947477,3,0,,6,0
2013000947477,4,20000,9620,6,0
2013000947477,5,0,9920,6,0
2013000947477,6,,,6,0
2013000947941,1,68000,5700,1,0
2013000948057,1,30000,4640,1,0
2013000948057,2,20000,2340,1,0
2013000948057,3,50000,735,1,0
2013000948227,1,45000,2310,2,0
2013000948227,2,27000,2025,2,0
2013000948269,1,0,,2,0
2013000948288,1,41500,5240,1,0
2013000948288,2,54000,2310,1,0
2013000948779,1,0,4350,1,0
2013000949230,1,50000,3620,6,0
2013000949385,1,50000,3500,2,0
2013000949385,2,0,,2,0
2013000949385,3,,,2,0
2013000949385,4,,,2,0
2013000949422,1,0,,6,0
2013000949422,2,42000,7010,6,0
2013000949422,3,0,,6,0
2013000949867,1,0,,1,0
2013000950058,1,5000,710,1,0
2013000950439,1,0,,6,0
2013000951079,1,0,,1,0
2013000951858,1,0,,2,0
2013000952114,1,55000,6230,1,0
2013000952114,2,11500,4030,1,0
2013000952353,1,24000,9620,1,0
2013000952353,2,50000,8965,1,0
2013000952533,1,16000,310,6,0
2013000952533,2,51000,1010,6,0
2013000952651,1,110000,4700,1,0
2013000952651,2,40000,2040,1,0
2013000952834,1,35400,5700,1,0
2013000952834,2,16800,5940,1,0
2013000952834,3,111000,9620,1,0
2013000952834,4,7000,2320,1,0
2013000952969,1,95000,3740,1,0
2013000952969,2,120000,3110,1,0
2013000952969,3,,,1,0
2013000952969,4,,,1,0
2013000953284,1,0,6050,8,0
2013000953284,2,200000,2710,1,0
2013000953284,3,10000,4220,1,0
2013000953284,4,0,,1,0
2013000953782,1,146000,430,6,0
2013000953782,2,0,,6,0
2013000953850,1,0,,1,0
2013000953850,2,0,,1,0
2013000953850,3,75000,50,2,0
2013000953850,4,4500,9620,1,0
2013000954117,1,0,6355,1,0
2013000954117,2,150000,1300,1,0
2013000954117,3,0,,1,0
2013000954468,1,100000,4710,1,0
2013000954674,1,6000,4150,1,0
2013000954908,1,29000,5700,6,0
2013000954908,2,0,,6,0
2013000954935,1,0,,1,0
2013000955309,1,35000,4000,8,0
2013000955309,2,0,,8,0
2013000955309,3,0,,8,0
2013000955309,4,,,8,0
2013000955309,5,11400,4000,8,0
2013000956069,1,85000,1300,1,0
2013000957461,1,60000,5860,6,0
2013000957461,2,0,,6,0
2013000957740,1,11000,4720,1,0
2013000957934,1,0,,1,0
2013000958844,1,36000,5120,2,0
2013000958884,1,70000,8610,1,0
2013000958884,2,30000,5400,1,0
2013000958969,1,51000,3955,1,0
2013000958973,1,0,4700,1,0
2013000958973,2,0,,1,0
2013000960019,1,26100,2040,1,0
2013000960155,1,0,,1,0
2013000960228,1,33000,5860,1,0
2013000960228,2,0,310,1,0
2013000960392,1,0,,1,0
2013000960695,1,22000,6200,8,0
2013000960695,2,14000,9610,8,0
2013000960695,3,,,8,0
2013000960695,4,14000,4760,8,0
2013000960695,5,,,8,0
2013000960994,1,140000,4850,1,0
2013000960994,2,100000,50,1,0
2013000961718,1,0,,1,0
2013000961718,2,0,4810,1,0
2013000962179,1,0,,6,0
2013000962179,2,23400,4620,6,0
2013000962179,3,61000,3060,1,0
2013000962179,4,8000,1760,1,0
2013000962310,1,0,,6,0
2013000962830,1,2200,4140,1,0
2013000962830,2,12000,4230,1,0
2013000962830,3,0,9920,1,0
2013000962830,4,,,1,0
2013000962830,5,,,1,0
2013000962869,1,51000,430,1,0
2013000962869,2,16800,20,1,0
2013000963609,1,0,,2,0
2013000963980,1,60000,5860,6,0
2013000964691,1,0,,6,0
2013000965631,1,0,6230,1,0
2013000965633,1,115000,2100,1,0
2013000965633,2,,,1,0
2013000965711,1,68000,2630,1,0
2013000966516,1,180000,2710,1,0
2013000966516,2,0,2850,1,0
2013000966516,3,,,1,0
2013000966986,1,0,430,6,0
2013000967125,1,3700,2340,1,0
2013000967125,2,31000,5610,2,0
2013000967125,3,,,2,0
2013000967125,4,,,2,0
2013000967521,1,421000,735,6,0
2013000968322,1,79000,2310,1,0
2013000968412,1,230000,2710,1,0
2013000968606,1,40000,4850,1,0
2013000968784,1,100000,340,1,0
2013000968784,2,100000,3255,1,0
2013000968784,3,,,1,0
2013000969045,1,170000,136,1,0
2013000969045,2,70000,740,6,0
2013000969395,1,50000,4230,6,0
2013000969395,2,0,,6,0
2013000969395,3,,,6,0
2013000969395,4,0,,6,0
2013000969395,5,50000,7810,6,0
2013000969395,6,0,,6,0
2013000969395,7,0,,6,0
2013000969483,1,0,,1,0
2013000970419,1,0,4710,8,0
2013000970419,2,0,,8,0
2013000970615,1,0,4760,6,0
2013000970615,2,100000,3255,6,0
2013000970615,3,10000,1107,6,0
2013000970615,4,18800,4720,6,1
2013000970689,1,42000,4830,1,0
2013000970914,1,0,2910,1,0
2013000970914,2,0,5260,9,0
2013000971012,1,56000,5550,6,0
2013000971012,2,0,4020,6,0
2013000971012,3,0,,6,1
2013000971012,4,,,6,1
2013000971012,5,,,6,0
2013000971012,6,0,,6,0
2013000971012,7,0,,6,0
2013000971012,8,68000,3720,6,1
2013000971012,9,,,6,1
2013000971227,1,0,,1,0
2013000971501,1,100000,800,6,0
2013000971501,2,80000,8740,6,0
2013000971501,3,,,6,0
2013000971501,4,,,6,0
2013000971501,5,40000,800,6,0
2013000971589,1,13000,5860,1,0
2013000971790,1,29000,3930,1,0
2013000971790,2,40000,3930,1,0
2013000972193,1,0,2710,1,0
2013000972193,2,24000,2300,1,0
2013000972193,3,20000,4040,1,0
2013000972193,4,,,1,0
2013000973100,1,20000,2200,1,0
2013000973100,2,0,430,6,0
2013000973155,1,25900,4020,6,1
2013000973734,1,0,430,1,0
2013000973734,2,45000,5700,6,0
2013000973778,1,0,4600,8,0
2013000973982,1,50000,6260,8,0
2013000973982,2,,,1,0
2013000974199,1,4500,2160,7,0
2013000974199,2,,,7,0
2013000974743,1,39200,310,6,0
2013000974743,2,35000,5700,1,0
2013000975211,1,0,,1,0
2013000975211,2,36400,4040,6,0
2013000975320,1,0,,1,0
2013000976505,1,0,430,1,0
2013000976505,2,69000,2310,1,0
2013000976505,3,510,7130,1,0
2013000976505,4,0,,1,0
2013000977103,1,3400,4620,2,0
2013000977103,2,9000,3930,8,0
2013000977103,3,7000,3540,1,1
2013000977103,4,9500,4060,1,1
2013000977146,1,50000,2825,1,0
2013000977357,1,0,,2,0
2013000977617,1,20000,6420,1,0
2013000977617,2,42000,4020,1,0
2013000977617,3,13200,4610,1,0
2013000977617,4,10000,6050,1,0
2013000977635,1,70000,710,1,0
2013000977635,2,70000,710,1,0
2013000977701,1,64000,5700,6,0
2013000978525,1,100000,2100,1,0
2013000978525,2,100000,3060,1,0
2013000978769,1,0,,6,0
2013000978769,2,0,,6,0
2013000978769,3,9200,4760,6,0
2013000978769,4,50000,3945,6,0
2013000978769,5,60000,5120,6,0
2013000978842,1,28600,4230,6,0
2013000978842,2,75000,3600,6,0
2013000978842,3,0,,6,0
2013000979372,1,0,,1,0
2013000979555,1,0,,6,1
2013000979555,2,0,,6,1
2013000979660,1,80000,4700,1,0
2013000980143,1,39000,3840,1,0
2013000980143,2,100000,1020,1,0
2013000980264,1,12000,800,1,0
2013000980264,2,0,9920,9,0
2013000980762,1,0,5700,9,0
2013000980762,2,50000,1030,1,0
2013000980929,1,60000,2145,1,0
2013000980947,1,0,,6,0
2013000980947,2,0,5350,6,0
2013000982881,1,0,4700,1,0
2013000982991,1,421000,2100,9,0
2013000982991,2,,,9,0
2013000982991,3,,,9,0
2013000983053,1,180000,2630,1,0
2013000983053,2,0,2600,1,0
2013000983553,1,112000,1020,1,0
2013000983673,1,0,,1,0
2013000984212,1,250000,540,1,0
2013000984426,1,150000,4050,1,0
2013000984426,2,150000,120,1,0
2013000984655,1,28000,5310,1,0
2013000984983,1,0,4030,9,0
2013000985829,1,1900,4720,1,0
2013000986863,1,35000,4020,1,0
2013000987962,1,28000,5240,1,0
2013000988962,1,65000,3230,1,0
2013000988962,2,65000,3230,1,0
2013000988962,3,53000,1820,1,0
2013000989192,1,0,4760,1,0
2013000989192,2,421000,10,1,0
2013000989192,3,,,1,0
2013000989192,4,,,1,0
2013000989518,1,130000,430,1,0
2013000989518,2,0,,6,0
2013000989518,3,0,,9,0
2013000989518,4,,,9,0
2013000991040,1,31000,2040,1,0
2013000991181,1,0,,6,0
2013000991181,2,53000,100,1,0
2013000991181,3,0,2540,9,0
2013000991181,4,0,,9,0
2013000991359,1,45000,1760,1,0
2013000991359,2,80000,2630,1,0
2013000992346,1,70000,2600,1,0
2013000992346,2,0,4700,1,0
2013000992346,3,70000,3255,1,0
2013000992716,1,0,,6,0
2013000992716,2,9000,4610,6,0
2013000992716,3,0,,6,0
2013000992716,4,3000,5620,6,0
2013000992716,5,0,,6,0
2013000992716,6,,,6,0
2013000992753,1,0,,6,0
2013000992753,2,0,,6,0
2013000992753,3,0,,6,0
2013000992753,4,0,,6,0
2013000992753,5,2000,4220,6,0
2013000992997,1,0,,2,1
2013000993646,1,12000,5240,6,0
2013000993646,2,24000,4720,6,0
2013000993646,3,12000,5240,6,0
2013000993646,4,0,,6,0
2013000996094,1,0,710,1,0
2013000996094,2,0,6200,1,0
2013000996094,3,60000,1800,1,0
2013000996775,1,15200,4610,1,0
2013000996775,2,0,4250,1,0
2013000996775,3,3000,5540,1,0
2013000997188,1,3000,4760,1,0
2013000998155,1,0,,6,0
2013000998341,1,46700,5860,1,0
2013000998499,1,17000,5240,1,0
2013000998499,2,9000,4840,1,0
2013000998621,1,0,5120,1,0
2013000998634,1,0,4040,1,0
2013000998634,2,0,6420,1,0
2013000999501,1,0,430,1,0
2013000999632,1,160000,2630,9,0
2013000999632,2,22000,5700,6,0
2013000999632,3,3000,4700,9,0
2013001000696,1,80000,5940,1,0
2013001002170,1,60000,9050,1,0
2013001002205,1,421000,2200,1,0
2013001002205,2,0,5700,1,0
2013001004211,1,120000,2100,6,0
2013001004211,2,120000,1020,1,0
2013001004211,3,,,9,0
2013001004211,4,,,9,0
2013001004211,5,50000,4850,6,0
2013001004337,1,54000,410,2,0
2013001004495,1,0,,6,0
2013001004495,2,0,,6,0
2013001004647,1,0,,6,0
2013001005226,1,199000,1020,6,0
2013001005226,2,66000,2200,6,0
2013001005226,3,,,6,0
2013001005226,4,,,6,0
2013001005261,1,190000,410,1,0
2013001005261,2,0,230,2,0
2013001005261,3,,,2,0
2013001005261,4,0,,2,0
2013001005498,1,0,5220,1,0
2013001005498,2,0,4010,1,1
2013001005498,3,,,1,0
2013001005837,1,19000,3930,1,0
2013001005837,2,20000,9050,9,0
2013001005928,1,0,,1,0
2013001005928,2,0,,1,0
2013001006421,1,38000,710,6,0
2013001006523,1,0,2630,1,0
2013001006523,2,168000,136,6,0
2013001006523,3,1200,2720,9,0
2013001006523,4,600,2720,9,0
2013001006775,1,65000,2310,2,0
2013001006775,2,56000,2310,1,0
2013001006801,1,0,2630,6,0
2013001006801,2,30000,1760,6,0
2013001006898,1,4800,2860,1,0
2013001007009,1,19200,7800,1,0
2013001007125,1,0,,1,0
2013001007546,1,0,,1,0
2013001008156,1,421000,4920,1,0
2013001008156,2,0,10,1,0
2013001009834,1,76000,110,1,0
2013001009834,2,58000,2310,1,0
2013001009834,3,,,1,0
2013001009834,4,,,1,0
2013001010266,1,135000,2100,1,0
2013001010266,2,3500,2830,6,0
2013001010448,1,39100,2630,1,0
2013001010448,2,109000,120,1,0
2013001012149,1,0,1760,1,0
2013001012149,2,230000,10,1,0
2013001012364,1,0,,1,0
2013001012364,2,0,,1,0
2013001013597,1,14400,4130,8,0
2013001013597,2,6400,8740,8,0
2013001013597,3,10000,4020,8,0
2013001013597,4,180000,910,1,0
2013001013969,1,60000,3010,6,0
2013001014160,1,50000,5240,1,0
2013001014160,2,85000,430,1,0
2013001014208,1,0,,6,0
2013001014208,2,19000,6260,6,0
2013001014208,3,0,,6,0
2013001014208,4,,,6,0
2013001014208,5,0,,6,0
2013001014208,6,0,,6,0
2013001014208,7,15000,6230,6,0
2013001014208,8,,,6,0
2013001014384,1,42000,230,6,0
2013001014630,1,60000,5700,1,0
2013001014630,2,0,,8,0
2013001014630,3,60000,710,9,0
2013001014630,4,,,9,0
2013001014778,1,0,850,1,0
2013001014778,2,125000,735,6,0
2013001014778,3,,,9,0
2013001014778,4,,,9,0
2013001015301,1,0,4600,2,0
2013001015398,1,19200,4020,1,0
2013001015398,2,12200,4030,1,0
2013001015398,3,16800,4030,1,0
2013001015398,4,12000,4030,1,0
2013001015398,5,,,1,0
2013001015398,6,,,1,0
2013001015398,7,,,1,0
2013001015398,8,,,1,0
2013001015398,9,,,1,0
2013001015781,1,0,,6,0
2013001015781,2,0,,6,0
2013001015796,1,0,,6,0
2013001015955,1,0,,1,0
2013001016196,1,0,1800,6,0
2013001016196,2,48000,800,6,0
2013001016366,1,200000,120,1,0
2013001016366,2,0,2310,1,0
2013001016366,3,,,1,0
2013001016366,4,15000,4230,8,0
2013001016565,1,80000,20,1,0
2013001016565,2,30000,4130,1,0
2013001016565,3,,,1,0
2013001016565,4,0,,1,0
2013001016939,1,0,1006,1,0
2013001017372,1,0,,1,1
2013001017578,1,20000,4800,1,0
2013001017643,1,29000,9350,8,0
2013001017643,2,0,4220,8,0
2013001017643,3,,,8,0
2013001017643,4,0,,8,0
2013001017855,1,161000,5000,1,0
2013001018207,1,150000,1020,1,0
2013001018207,2,135000,630,6,0
2013001018826,1,0,,9,0
2013001018890,1,0,,6,0
2013001018890,2,0,,6,0
2013001018912,1,35000,630,1,0
2013001018912,2,15000,4760,1,0
2013001019289,1,100000,1020,2,0
2013001019289,2,175000,1240,6,0
2013001019840,1,0,7750,1,0
2013001019840,2,42000,2145,1,0
2013001019908,1,180000,1030,6,0
2013001019908,2,110000,4700,6,0
2013001019908,3,34000,1220,6,0
2013001020216,1,0,,1,0
2013001020690,1,0,6260,1,0
2013001020889,1,0,1650,6,0
2013001021024,1,0,,9,0
2013001021135,1,0,,1,0
2013001021135,2,421000,800,1,0
2013001021135,3,0,,1,0
2013001021135,4,0,,1,0
2013001021849,1,13000,8320,6,0
2013001021849,2,0,,6,0
2013001022477,1,10000,2310,1,0
2013001022477,2,60000,735,1,0
2013001023018,1,100000,230,1,0
2013001023150,1,0,,1,0
2013001024388,1,75000,800,6,0
2013001024388,2,0,9920,6,0
2013001024388,3,0,,6,0
2013001024388,4,0,,6,0
2013001025407,1,0,,1,0
2013001025723,1,30000,4230,6,0
2013001025723,2,0,,6,0
2013001025723,3,0,9920,6,0
2013001025902,1,0,,1,1
2013001026399,1,75000,1430,6,0
2013001026409,1,0,,6,0
2013001026409,2,5900,4030,6,0
2013001026409,3,24000,9350,6,0
2013001026776,1,80000,1760,6,0
2013001026776,2,93000,710,6,0
2013001026776,3,30000,5110,6,0
2013001026776,4,60000,4810,6,0
2013001027136,1,0,800,1,0
2013001027292,1,17000,4760,1,0
2013001027292,2,15000,4760,1,0
2013001027454,1,55000,5260,1,0
2013001027454,2,34000,9130,1,0
2013001027454,3,0,,1,0
2013001027615,1,140000,3255,1,0
2013001027615,2,0,4920,1,0
2013001028015,1,30000,6230,6,0
2013001028015,2,24300,4230,6,0
2013001028015,3,,,6,0
2013001028015,4,0,2800,6,0
2013001028015,5,0,,6,0
2013001028015,6,0,,6,0
2013001028015,7,,,6,0
2013001028204,1,120000,650,1,0
2013001028204,2,0,630,1,0
2013001028207,1,0,,1,0
2013001029087,1,0,,6,0
2013001029087,2,0,,6,0
2013001029225,1,0,,6,0
2013001029256,1,20000,4220,6,0
2013001029256,2,20000,4610,6,0
2013001030436,1,26100,2040,1,0
2013001031207,1,0,,1,0
2013001031655,1,99000,3255,1,0
2013001031740,1,0,,3,0
2013001031740,2,22900,4720,1,0
2013001032160,1,0,3930,9,0
2013001032160,2,8900,3600,9,0
2013001032160,3,9500,3600,9,0
2013001032715,1,45000,2200,1,0
2013001033895,1,0,8300,6,0
2013001033895,2,0,4720,6,0
2013001033895,3,0,,6,0
2013001033977,1,25000,1400,1,0
2013001033977,2,82000,2160,1,0
2013001033977,3,160000,1020,1,0
2013001033977,4,0,1020,6,0
2013001034120,1,421000,2100,1,0
2013001034120,2,0,,1,0
2013001034154,1,0,,6,0
2013001034154,2,0,,6,0
2013001034154,3,45000,7200,6,0
2013001034273,1,6000,2540,1,0
2013001035369,1,49000,4220,6,0
2013001035369,2,3300,4110,6,0
2013001035369,3,0,,9,0
2013001035634,1,0,4000,6,0
2013001035634,2,0,4020,6,0
2013001035634,3,,,6,0
2013001035634,4,,,6,0
2013001035634,5,,,6,0
2013001035634,6,0,4020,6,0
2013001035634,7,0,4020,6,0
2013001035634,8,0,,6,0
2013001035634,9,0,,6,0
2013001035928,1,95000,430,1,0
2013001036785,1,60000,5000,1,0
2013001037175,1,0,1650,6,0
2013001037175,2,0,2440,6,0
2013001037582,1,421000,950,1,0
2013001038267,1,30000,4030,6,0
2013001038267,2,0,,6,0
2013001038267,3,,,6,0
2013001038279,1,54000,5700,1,0
2013001038279,2,7500,3310,1,0
2013001038279,3,80000,20,1,0
2013001038882,1,160000,1650,1,0
2013001038882,2,67000,1530,1,0
2013001038882,3,0,,1,0
2013001038977,1,0,,6,0
2013001038977,2,5000,2860,6,0
2013001038977,3,26000,2540,6,0
2013001038977,4,11000,2540,6,0
2013001038977,5,0,,6,0
2013001038977,6,46900,8740,6,0
2013001039222,1,0,,1,0
2013001039558,1,0,,2,0
2013001039657,1,6000,5860,6,0
2013001040024,1,0,4020,6,0
2013001040477,1,35000,3930,1,0
2013001040497,1,0,,1,0
2013001040904,1,0,,4,0
2013001040961,1,175000,2100,1,0
2013001040961,2,138000,120,1,0
2013001041245,1,0,,1,0
2013001041385,1,0,,1,0
2013001041477,1,421000,4700,1,0
2013001041477,2,100000,735,1,0
2013001042097,1,0,,1,0
2013001042097,2,0,,1,0
2013001043506,1,104000,4710,6,0
2013001043506,2,0,,1,0
2013001043506,3,,,8,0
2013001043936,1,48000,5700,2,0
2013001044044,1,2000,5400,2,0
2013001044286,1,30000,5240,1,0
2013001044286,2,0,,1,0
2013001044628,1,55000,5240,6,0
2013001044628,2,160000,1530,6,0
2013001044628,3,0,,6,0
2013001044628,4,0,430,6,0
2013001045087,1,50000,60,1,0
2013001045087,2,300,2630,9,0
2013001045568,1,0,,6,0
2013001045790,1,0,,6,0
2013001045790,2,0,4000,6,0
2013001045790,3,,,6,0
2013001045790,4,,,6,0
2013001045790,5,,,6,0
2013001045790,6,28000,4020,6,0
2013001045993,1,128000,5240,6,0
2013001046384,1,12000,6230,6,0
2013001046384,2,0,9920,6,0
2013001046384,3,3000,5160,6,0
2013001046429,1,40000,4110,1,0
2013001046939,1,0,,1,0
2013001047063,1,135000,1006,6,0
2013001047558,1,140000,1020,1,0
2013001047558,2,6000,710,1,0
2013001047558,3,,,1,0
2013001047558,4,,,1,0
2013001047558,5,,,1,0
2013001047808,1,90000,3230,1,0
2013001047808,2,0,4820,1,0
2013001047929,1,0,,1,0
2013001047929,2,40000,4230,1,0
2013001048020,1,50000,5410,6,0
2013001048407,1,6700,9720,9,0
2013001048483,1,16800,4760,1,0
2013001048483,2,36400,4760,1,0
2013001048788,1,110000,420,1,0
2013001048788,2,421000,10,1,0
2013001048788,3,,,1,0
2013001048788,4,,,1,0
2013001048788,5,,,1,0
2013001049013,1,100000,1020,1,0
2013001049371,1,225000,20,1,0
2013001049371,2,50000,630,1,0
2013001049685,1,32000,4110,1,0
2013001051519,1,0,810,1,0
2013001051726,1,421000,2825,1,0
2013001051726,2,0,410,1,0
2013001051726,3,,,1,0
2013001051726,4,,,1,0
2013001053706,1,0,,1,0
2013001053732,1,880,5860,2,1
2013001053995,1,200000,3060,6,0
2013001053995,2,58000,800,6,0
2013001053995,3,35000,726,1,0
2013001053995,4,50000,800,6,0
2013001054321,1,90000,800,6,0
2013001054639,1,0,3060,1,0
2013001054639,2,0,1820,1,0
2013001054990,1,95000,2200,1,0
2013001054990,2,70000,1360,1,0
2013001055072,1,0,,1,0
2013001055491,1,63000,800,6,0
2013001055491,2,0,,6,0
2013001057151,1,0,2830,1,0
2013001057151,2,0,,1,0
2013001057151,3,15000,2340,1,0
2013001057810,1,0,,1,0
2013001057810,2,0,,6,0
2013001057810,3,0,,9,0
2013001057875,1,0,4920,1,0
2013001058157,1,85000,3255,1,0
2013001058157,2,50000,800,1,0
2013001058263,1,30000,410,1,0
2013001058263,2,0,1107,1,0
2013001058427,1,0,410,1,0
2013001058427,2,0,4510,6,0
2013001058427,3,0,,9,0
2013001058427,4,0,,9,0
2013001058570,1,180000,1020,1,0
2013001058570,2,0,2100,6,0
2013001058570,3,,,9,0
2013001058570,4,,,9,0
2013001058570,5,,,9,0
2013001058891,1,22000,4010,1,0
2013001059897,1,40000,2200,6,0
2013001059897,2,50000,3060,6,0
2013001060140,1,2400,5860,2,0
2013001060147,1,0,,6,0
2013001060735,1,10800,5260,2,0
2013001060735,2,0,4250,2,0
2013001060735,3,,,2,0
2013001060735,4,,,2,0
2013001060735,5,35000,5400,2,0
2013001061183,1,12000,6260,1,0
2013001061183,2,20000,4000,1,0
2013001061183,3,12000,4020,1,0
2013001061814,1,75000,110,1,0
2013001063048,1,0,6230,1,0
2013001063048,2,95000,1050,1,0
2013001063048,3,40000,3930,1,0
2013001063956,1,11500,4250,8,0
2013001063956,2,60000,530,8,0
2013001063956,3,0,7750,8,0
2013001063956,4,,,8,0
2013001063956,5,9400,3255,8,0
2013001063963,1,421000,10,1,0
2013001063963,2,156000,120,1,0
2013001063963,3,,,1,0
2013001063963,4,,,1,0
2013001064101,1,0,2900,1,0
2013001064101,2,2000,7800,9,0
2013001064174,1,0,,6,0
2013001064260,1,171000,430,1,0
2013001064260,2,0,3245,1,0
2013001064603,1,6000,4620,9,0
2013001064917,1,0,,1,0
2013001065694,1,190000,430,1,0
2013001065694,2,0,,1,0
2013001065694,3,,,1,0
2013001065694,4,,,1,0
2013001065694,5,,,1,0
2013001065710,1,36000,4710,6,0
2013001065710,2,40000,4700,6,0
2013001065710,3,45000,5700,6,0
2013001065710,4,0,,6,0
2013001066448,1,0,,6,0
2013001066630,1,421000,3060,1,0
2013001066630,2,32000,4200,1,0
2013001066918,1,114000,430,1,0
2013001066918,2,98000,2340,1,0
2013001067922,1,100000,5240,8,0
2013001068295,1,82000,2200,1,0
2013001068428,1,32000,2300,6,1
2013001068428,2,50000,1105,6,1
2013001068428,3,19200,7950,6,1
2013001068428,4,10900,4030,6,1
2013001068428,5,,,6,1
2013001068589,1,50000,5820,6,0
2013001068589,2,0,,6,0
2013001068589,3,60000,1006,6,0
2013001068589,4,0,5700,6,0
2013001068853,1,45000,6260,1,0
2013001068853,2,40000,4700,1,0
2013001068933,1,0,,1,0
2013001069004,1,70000,820,6,0
2013001069004,2,0,5800,6,0
2013001069004,3,18000,7110,6,0
2013001069004,4,25000,4720,6,0
2013001069258,1,26000,2300,9,0
2013001069258,2,0,,9,0
2013001069377,1,86000,740,9,0
2013001069833,1,0,220,1,0
2013001069833,2,6300,4510,1,0
2013001070812,1,6000,3300,6,0
2013001071403,1,165000,2400,1,0
2013001071403,2,0,710,3,0
2013001071633,1,33000,8740,6,0
2013001071633,2,2800,4610,6,0
2013001071633,3,65000,9830,6,0
2013001071633,4,21600,4720,6,1
2013001071633,5,30000,4720,6,0
2013001071633,6,0,,6,0
2013001071633,7,80,4720,6,0
2013001071633,8,0,,6,0
2013001071792,1,0,,2,0
2013001071792,2,0,4760,2,0
2013001071792,3,18000,2016,2,0
2013001071792,4,3500,5620,2,0
2013001072461,1,0,,1,0
2013001072461,2,35000,4965,9,0
2013001072685,1,26000,2300,6,0
2013001072685,2,42000,7200,6,0
2013001072685,3,,,6,0
2013001072685,4,,,6,0
2013001072685,5,,,6,0
2013001072719,1,120000,350,6,0
2013001072719,2,18000,5810,1,0
2013001072719,3,5200,4620,1,0
2013001072845,1,44000,4530,1,0
2013001073061,1,6000,2910,6,0
2013001073061,2,2500,5940,6,0
2013001073061,3,2000,1050,6,0
2013001073061,4,15000,5400,6,0
2013001075212,1,12000,4920,6,0
2013001075212,2,24000,5860,6,0
2013001075212,3,,,6,0
2013001076369,1,0,,6,0
2013001077217,1,60000,9610,1,0
2013001078041,1,75000,5940,1,0
2013001078504,1,75000,2630,1,0
2013001078504,2,150000,2910,1,0
2013001078676,1,0,,6,0
2013001079139,1,5000,1360,9,0
