serialno,bld,rntp,ybl
2013001018826,5,500,6
2013001018890,5,10,1
2013001018912,8,3600,1
2013001019840,5,670,1
2013001019908,6,2800,7
2013001020690,9,300,1
2013001020889,9,1900,7
2013001021849,9,1100,8
2013001022477,5,2500,1
2013001026409,2,600,2
2013001027136,9,910,1
2013001028207,8,1100,1
2013001029256,8,600,6
2013001031655,8,1700,2
2013001032160,8,640,4
2013001032715,4,1300,2
2013001033977,4,3600,1
2013001034120,6,2300,5
2013001034154,3,1800,5
2013001034273,4,1200,1
2013001035369,9,1100,7
2013001035634,5,1700,5
2013001036785,9,1400,1
2013001037582,6,2900,1
2013001038267,9,660,1
2013001038882,2,2300,1
2013001039222,6,800,5
2013001039657,9,3600,7
2013001040497,9,500,1
2013001041477,6,2800,1
2013001044044,6,560,4
2013001044286,4,1800,1
2013001045087,6,1900,3
2013001045993,6,1100,5
2013001046384,2,1100,1
2013001046939,6,940,4
2013001047808,6,2000,1
2013001048020,8,1100,1
2013001048483,9,920,1
2013001049685,9,930,1
2013001051519,2,2600,2
2013001053732,9,2100,6
2013001053995,4,3600,4
2013001054990,2,2800,3
2013001055491,5,1800,1
2013001057810,4,870,3
2013001058570,2,3600,1
2013001058891,9,1100,2
2013001059897,6,2500,1
2013001060735,2,30,1
2013001061183,2,1800,1
2013001063048,2,2000,2
2013001064101,5,1000,1
2013001064174,8,1100,6
2013001065694,5,2700,3
2013001066448,3,550,4
2013001066630,9,2400,9
2013001067922,6,1100,5
2013001068853,5,1900,1
2013001069258,4,1200,5
2013001069833,8,2000,3
2013001070812,5,1600,5
2013001071633,5,840,7
2013001071792,2,2600,2
2013001072845,6,1700,1
2013001073061,2,550,4
2013001075212,5,1800,3
2013001076369,9,780,1
2013001077217,9,1600,7
2013001078041,6,1300,1
2013001079139,6,1900,1
2013001080266,9,250,1
2013001081802,8,1300,3
2013001082140,3,2000,1
2013001082197,8,1200,5
2013001083255,9,3600,8
2013001083900,5,1900,1
2013001084326,5,3600,1
2013001087924,9,320,2
2013001088660,8,500,1
2013001088780,4,1700,4
2013001090182,6,930,3
2013001090257,8,1600,4
2013001093208,4,1100,5
2013001094666,6,730,5
2013001094764,6,2500,1
2013001098425,6,2200,1
2013001098793,6,1100,1
2013001100598,9,890,5
2013001100877,4,2400,5
2013001101917,8,1500,1
2013001102282,6,570,1
2013001103717,4,1500,1
2013001103987,5,1800,2
2013001104212,8,3600,8
2013001106601,2,1300,1
2013001106640,4,1300,1
2013001107196,9,1900,8
2013001108212,9,250,4
2013001108695,4,2500,1
2013001110060,2,800,2
2013001111161,9,400,1
2013001111447,8,820,1
2013001113677,5,1300,1
2013001115222,8,2300,1
2013001115348,9,450,3
2013001116084,9,210,5
2013001116569,9,250,3
2013001116685,8,1200,1
2013001118853,3,1400,4
2013001119078,8,1700,4
2013001119369,4,2900,1
2013001119582,2,1000,1
2013001121061,3,2000,7
2013001123811,4,1600,5
2013001123845,5,1700,3
2013001124425,8,340,1
2013001124801,9,1400,4
2013001126970,6,1000,5
2013001127208,9,380,10
2013001127952,6,2000,1
2013001129499,6,1800,1
2013001129625,8,760,1
2013001130381,5,1800,1
2013001130608,9,2000,5
2013001130644,3,850,6
2013001131133,9,2900,6
2013001131508,4,1600,4
2013001131983,8,1800,3
2013001132305,8,1000,1
2013001133470,5,500,4
2013001135644,4,1800,5
2013001136246,6,2000,4
2013001136633,9,1100,1
2013001137502,6,1200,1
2013001138767,9,240,8
2013001139662,9,3600,5
2013001140814,2,2500,1
2013001142411,9,1000,4
2013001142461,5,1900,1
2013001144143,8,2000,1
2013001145374,4,2000,1
2013001147056,8,800,4
2013001149251,5,2000,1
2013001149635,5,1900,1
2013001150278,8,1300,3
2013001150300,2,2600,1
2013001151401,9,1100,5
2013001152781,9,3000,7
2013001153426,3,2500,7
2013001153428,6,2100,1
2013001153821,8,3200,1
2013001153959,6,890,4
2013001154026,8,1700,2
2013001154341,5,1500,4
2013001155317,8,400,1
2013001156327,8,300,1
2013001156770,9,2900,6
2013001157126,9,1500,1
2013001157853,4,2200,7
2013001158195,5,560,3
2013001158872,3,2500,3
2013001159268,9,1100,3
2013001160644,3,2500,5
2013001160679,9,1300,3
2013001161282,9,600,5
2013001163022,6,3600,1
2013001164924,8,530,4
2013001165668,9,440,1
2013001166519,9,130,7
2013001166810,9,280,5
2013001169275,5,2000,5
2013001170280,5,560,3
2013001170360,6,1400,1
2013001170517,8,1800,4
2013001170750,9,210,12
2013001172974,8,380,1
2013001173484,5,1600,1
2013001173617,8,3600,3
2013001173808,9,390,8
2013001174005,6,1200,1
2013001176279,3,1600,1
2013001176688,9,2200,4
2013001178351,9,2100,6
2013001179471,8,500,1
2013001180065,8,2000,4
2013001181054,6,1800,1
2013001181524,9,420,2
2013001181810,9,3600,5
2013001181885,6,3600,7
2013001183738,9,3100,8
2013001184055,5,1500,1
2013001184354,2,1000,1
2013001184485,6,1300,1
2013001185096,9,1000,1
2013001185248,9,770,6
2013001186937,5,2200,1
2013001190733,6,1400,1
2013001194910,9,2800,8
2013001195615,9,2800,2
2013001196093,3,3600,6
2013001197398,6,2600,1
2013001198671,3,700,2
2013001198926,4,700,1
2013001199883,3,1900,5
2013001201643,9,250,6
2013001204576,9,1300,5
2013001204760,6,1500,6
2013001205536,6,3000,6
2013001207814,9,2400,1
2013001208725,5,2300,3
2013001210204,2,2000,1
2013001210459,6,1800,1
2013001211029,6,3600,1
2013001211671,5,1800,1
2013001211836,6,670,1
2013001212312,6,410,1
2013001212604,2,1100,1
2013001212619,6,740,3
2013001213385,8,1400,1
2013001213422,3,1600,2
2013001213875,5,600,7
2013001213921,9,1100,8
2013001214186,3,2500,1
2013001215251,9,260,6
2013001215712,9,920,1
2013001215849,9,250,5
2013001216452,4,2200,4
2013001217174,2,2000,4
2013001219792,8,930,5
2013001220011,5,1200,8
2013001221692,4,1300,1
2013001222621,5,3600,8
2013001222623,4,2000,1
2013001223329,5,3600,7
2013001223386,9,2200,5
2013001224025,8,1100,8
2013001224371,5,2100,2
2013001226359,9,480,1
2013001226529,5,3200,1
2013001227840,2,1000,13
2013001228768,6,1600,7
2013001229235,8,2800,8
2013001230941,9,1700,1
2013001231591,6,1800,2
2013001232666,6,1100,1
2013001232868,2,1900,5
2013001232973,9,230,10
2013001234989,8,1900,1
2013001235001,4,2800,1
2013001235177,9,290,1
2013001235184,8,1700,3
2013001235502,4,1800,3
2013001235764,5,950,1
2013001236965,6,2400,5
2013001237451,5,2700,1
2013001237688,5,3600,7
2013001238531,9,240,6
2013001239037,3,2500,1
2013001239078,5,610,2
2013001240634,3,3600,1
2013001242429,9,780,1
2013001243008,5,1400,1
2013001243996,8,950,1
2013001244609,8,1600,3
2013001244833,8,1200,1
2013001245110,6,960,3
2013001245748,5,1000,1
2013001246180,5,3100,1
2013001246333,6,1700,1
2013001249585,3,950,1
2013001251374,5,1000,4
2013001252093,8,2700,1
2013001252368,6,2700,1
2013001252630,2,2500,1
2013001253825,9,1100,5
2013001255931,9,1900,7
2013001257089,8,570,2
2013001257496,3,1100,3
2013001257546,5,600,5
2013001257676,5,1200,3
2013001257981,4,2200,1
2013001258600,6,300,7
2013001261503,8,2000,7
2013001264320,6,350,2
2013001265165,8,1900,8
2013001265518,6,740,2
2013001267025,5,1000,1
2013001267173,5,3600,4
2013001269136,8,1100,1
2013001269432,3,400,1
2013001270771,8,1900,13
2013001270782,6,830,1
2013001270828,5,1600,1
2013001270861,9,1800,3
2013001272218,3,800,10
2013001272793,9,1900,3
2013001273436,5,1300,1
2013001273572,6,2700,1
2013001274034,9,1200,6
2013001278607,5,3000,1
2013001279170,5,1500,1
2013001280160,4,230,5
2013001280664,6,780,1
2013001280709,5,2500,1
2013001281726,9,240,9
2013001281994,5,1700,2
2013001282894,9,210,6
2013001284009,3,3600,1
2013001284196,9,1200,4
2013001284415,8,1200,1
2013001285973,5,650,2
2013001289252,5,3600,1
2013001289356,9,500,1
2013001290448,9,1400,8
2013001293552,4,700,1
2013001296033,6,2000,2
2013001296588,5,900,1
2013001297932,4,2200,1
2013001298126,9,620,1
2013001298713,8,1800,5
2013001300178,9,1500,4
2013001300579,5,3000,3
2013001304170,4,220,6
2013001304318,2,3600,1
2013001304972,9,2700,7
2013001308223,3,1900,2
2013001308631,6,1100,1
2013001309923,2,3000,1
2013001310809,6,690,1
2013001310847,3,1000,1
2013001311295,3,1900,2
2013001313083,9,2100,7
2013001314848,9,3000,4
2013001315286,6,1500,3
2013001317140,4,2400,5
2013001317180,5,1500,1
2013001320647,4,1300,3
2013001322389,2,500,1
2013001323087,5,1700,4
2013001323529,6,1500,7
2013001324732,5,2500,1
2013001325273,4,1700,1
2013001326776,8,580,3
2013001327180,5,1500,4
2013001329238,9,1400,5
2013001330362,6,1600,2
2013001332141,6,1700,1
2013001332797,8,1500,1
2013001333224,4,1900,3
2013001334628,5,3600,4
2013001337381,2,2400,4
2013001339829,6,600,1
2013001341023,5,600,3
2013001341373,6,600,5
2013001341702,4,1800,7
2013001342142,3,1600,1
2013001345354,9,800,12
2013001346587,3,1000,1
2013001346740,6,2800,4
2013001349573,6,3600,1
2013001350075,8,1300,1
2013001351292,9,700,1
2013001352250,5,1200,1
2013001352330,8,1900,1
2013001352560,4,3100,1
2013001353438,6,1800,4
2013001353974,3,2000,1
2013001356237,2,500,1
2013001356694,4,800,1
2013001357934,4,1800,2
2013001358313,8,2400,6
2013001358774,9,2700,6
2013001358880,8,2500,3
2013001359703,5,700,2
2013001363084,6,1800,3
2013001363963,4,1800,2
2013001364645,2,1800,3
2013001364867,9,260,7
2013001366906,6,1200,2
2013001367067,6,2600,4
2013001367190,8,170,2
2013001367470,9,2300,4
2013001367501,8,850,1
2013001368654,6,1100,4
2013001369200,5,1100,3
2013001369724,4,2000,1
2013001370107,2,2900,6
2013001370512,9,3600,8
2013001372611,9,310,7
2013001373247,6,1800,1
2013001374324,2,900,6
2013001376057,8,1600,1
2013001376164,2,900,1
2013001376639,8,780,1
2013001380854,8,1200,1
2013001380960,8,470,1
2013001381561,9,1400,5
2013001381933,6,2200,6
2013001382186,5,1200,1
2013001383165,6,1600,5
2013001383652,9,290,1
2013001384143,6,800,1
2013001384308,4,2000,1
2013001384369,6,1800,5
2013001384403,8,1300,1
2013001385093,9,720,13
2013001385211,3,600,1
2013001385712,4,3000,1
2013001386168,4,1200,3
2013001386199,3,1600,1
2013001388054,6,2900,5
2013001388061,8,3600,8
2013001388749,9,400,1
2013001388873,6,1000,1
2013001391204,8,1800,1
2013001391674,6,1100,4
2013001391860,5,3600,4
2013001392033,4,1800,5
2013001392396,5,1200,1
2013001394002,6,3600,6
2013001394833,6,900,4
2013001396696,4,1200,1
2013001398138,5,2600,2
2013001398798,6,1900,1
2013001399622,4,2400,1
2013001401301,6,1500,3
2013001403342,9,3000,6
2013001403810,9,1400,1
2013001404150,6,980,4
2013001404358,5,700,5
2013001404374,5,950,2
2013001404660,6,1800,4
2013001405627,5,2000,1
2013001406543,6,1500,4
2013001407490,8,220,4
2013001408003,5,2300,1
2013001409006,9,1300,1
2013001411897,9,500,1
2013001413133,6,1300,6
2013001413775,5,780,4
2013001414656,5,1900,5
2013001414738,9,1600,4
2013001418094,5,1400,1
2013001419768,9,1500,7
2013001421046,5,1200,2
2013001421618,6,810,4
2013001421979,6,1300,2
2013001422569,5,700,1
2013001423334,6,1200,1
2013001423988,8,1700,1
2013001425111,9,1800,6
2013001426698,5,3100,1
2013001428250,6,1000,5
2013001428375,4,2100,2
2013001429188,4,1600,3
2013001429330,4,3600,2
2013001429775,8,830,2
2013001429875,3,2000,2
2013001433576,5,1900,5
2013001433644,8,1900,1
2013001434268,6,2100,7
2013001434544,8,1800,1
2013001436507,6,1600,1
2013001437359,5,2600,6
2013001437404,9,750,1
2013001439330,8,2800,5
2013001443049,3,3600,3
2013001444500,8,900,1
2013001445297,2,1400,3
2013001446815,4,1000,3
2013001446895,2,1300,5
2013001447110,3,650,2
2013001447172,3,2000,2
2013001450649,6,340,7
2013001451083,9,400,3
2013001451847,6,2500,1
2013001452427,5,1500,4
2013001453034,9,1300,1
2013001453274,6,2100,1
2013001453773,9,850,4
2013001454800,4,2000,1
2013001457005,4,3000,1
2013001457448,9,1100,3
2013001458780,4,1500,3
2013001459021,9,720,1
2013001459542,5,1500,1
2013001459789,6,1400,1
2013001460792,6,1400,5
2013001461065,6,2200,1
2013001462515,6,450,5
2013001465201,4,2200,5
2013001465914,4,2300,1
2013001468202,8,1300,1
2013001468736,4,1800,2
2013001471783,5,1400,5
2013001473544,6,1000,1
2013001473629,8,550,1
2013001473684,6,1100,2
2013001474800,8,900,1
2013001474986,4,1500,5
2013001476028,9,2200,8
2013001478528,6,1000,3
2013001480489,4,1900,1
2013001480682,8,650,1
2013001481086,9,800,1
2013001484673,9,2000,1
2013001484684,9,2100,4
2013001484699,8,2800,2
2013001485587,2,3600,1
2013001487550,8,350,1
2013001487616,9,320,1
2013001488139,8,40,2
2013001489959,2,2000,3
2013001490219,6,1000,4
2014000000116,4,2700,1
2014000000139,2,1800,5
2014000003115,8,3700,16
2014000003962,4,2300,1
2014000004003,9,2700,11
2014000005386,8,3000,8
2014000006218,2,2100,1
2014000007489,5,980,3
2014000007659,4,1800,1
2014000008463,3,1200,1
2014000011013,6,1200,1
2014000011474,5,2800,3
2014000011994,8,1200,3
2014000012354,2,3700,1
2014000012828,2,3700,1
2014000014890,5,1500,2
2014000015325,9,440,1
2014000015683,2,1900,1
2014000017226,5,2200,1
2014000017430,3,1800,4
2014000018199,4,1000,7
2014000019752,9,350,1
2014000022860,8,2300,10
2014000022930,6,1100,1
2014000022979,3,3700,1
2014000024036,8,1600,1
2014000027699,6,1600,1
2014000027818,8,3200,1
2014000029274,2,1400,1
2014000029676,5,540,1
2014000030245,6,1000,1
2014000032915,6,2600,1
2014000034849,9,1200,1
2014000035136,6,1400,5
2014000036016,9,3100,7
2014000036837,3,2500,4
2014000037061,9,1900,2
2014000037243,6,300,2
2014000042181,6,1000,5
2014000044575,8,530,1
2014000045668,6,2200,1
2014000045998,9,250,3
2014000046842,5,2100,1
2014000048906,8,3700,1
2014000053431,4,1900,1
2014000055244,6,2500,4
2014000055287,4,3700,1
2014000056046,2,1500,1
2014000057806,9,670,3
2014000058372,9,3000,7
2014000059066,9,780,7
2014000059075,4,1400,1
2014000060127,4,2400,3
2014000062447,9,420,6
2014000063576,5,1600,8
2014000063663,4,1500,4
2014000064436,2,3700,2
2014000064546,6,3300,4
2014000065139,8,880,3
2014000065308,9,1700,7
2014000066762,8,2000,4
2014000066975,2,1500,1
2014000068277,3,2000,3
2014000068904,4,2600,2
2014000069181,6,1900,5
2014000070244,2,980,1
2014000071813,5,3300,3
2014000073266,9,350,1
2014000074443,4,760,1
2014000078435,6,1100,1
2014000081475,5,1700,3
2014000081768,6,2200,2
2014000081888,4,1600,1
2014000081906,3,1100,2
2014000082497,8,1200,8
2014000083137,3,980,6
2014000084124,5,500,1
2014000084125,4,250,1
2014000084921,8,860,1
2014000085150,6,1300,1
2014000086960,3,2300,3
2014000087742,5,1900,4
2014000088156,9,220,1
2014000088509,6,2500,1
2014000089279,5,1800,1
2014000089924,6,2500,4
2014000090750,8,2100,10
2014000091139,5,790,1
2014000091414,8,3000,8
2014000092700,5,1800,1
2014000093248,5,1200,4
2014000093576,8,770,1
2014000094103,5,1400,5
2014000094508,4,2200,1
2014000094763,5,1600,1
2014000094896,4,2300,2
2014000095063,5,2600,1
2014000095478,6,1600,4
2014000096941,6,2000,1
2014000101660,9,1700,1
2014000101866,5,2300,1
2014000102725,9,1700,5
2014000103685,4,2100,1
2014000105228,4,2600,2
2014000105691,5,890,1
2014000106930,9,440,5
2014000107126,5,2100,1
2014000107184,5,1200,1
2014000107892,8,860,1
2014000111993,8,1600,1
2014000112009,8,1700,1
2014000112310,3,950,6
2014000113572,9,250,6
2014000115550,6,440,4
2014000116967,5,1900,1
2014000117601,3,1500,6
2014000117785,9,1400,7
2014000117831,9,2100,2
2014000118825,9,1200,6
2014000118863,6,1800,1
2014000120535,3,2500,3
2014000122474,5,890,1
2014000123977,4,1300,1
2014000124457,2,400,1
2014000124488,8,1700,4
2014000124528,8,110,5
2014000125518,5,1700,1
2014000125823,2,1400,2
2014000126693,5,2600,4
2014000127512,8,820,1
2014000127513,8,1400,3
2014000129392,4,1600,1
2014000130618,4,2600,2
2014000131427,4,3200,1
2014000132005,8,2500,1
2014000132504,4,3000,1
2014000133391,6,900,1
2014000134855,8,410,2
2014000136371,6,1500,4
2014000137282,6,1600,1
2014000138706,3,2800,1
2014000139061,9,1800,1
2014000139120,4,620,7
2014000139582,8,2000,1
2014000139925,8,1700,4
2014000140544,8,840,1
2014000141326,9,1000,1
2014000141975,9,3100,9
2014000143916,9,780,1
2014000144881,8,390,12
2014000145770,3,3200,1
2014000146991,8,1900,4
2014000148289,8,520,2
2014000148516,9,520,1
2014000148755,6,1300,1
2014000149970,6,370,2
2014000150453,2,3700,1
2014000151829,8,740,3
2014000153833,8,1000,1
2014000154287,6,400,1
2014000154425,8,450,1
2014000155236,5,1600,1
2014000156281,3,1300,1
2014000156815,5,2600,1
2014000157828,6,2100,1
2014000158091,9,1100,1
2014000159994,2,3100,1
2014000161230,4,90,4
2014000161286,5,1900,3
2014000163660,9,280,1
2014000164056,5,1800,1
2014000165546,4,3700,4
2014000167129,3,1600,1
2014000167434,3,2900,1
2014000167818,6,1500,1
2014000169048,8,580,1
2014000169790,4,3000,5
2014000169998,6,2100,2
2014000171368,2,2200,7
2014000171933,8,540,1
2014000172439,9,750,1
2014000172472,8,900,6
2014000172739,5,1700,1
2014000174097,8,1400,1
2014000174886,6,1700,3
2014000174901,5,3700,3
2014000175467,2,3700,4
2014000175494,6,450,2
2014000177859,6,1100,3
2014000178494,5,1100,3
2014000182541,6,800,1
2014000182618,5,1300,1
2014000182696,2,3000,3
2014000183601,2,3000,4
2014000184523,6,1700,1
2014000184876,6,2700,1
2014000185708,4,3100,1
2014000185781,9,530,1
2014000186407,6,1900,1
2014000189232,5,1100,1
2014000189482,3,2600,1
2014000189586,6,1800,4
2014000191113,8,940,5
2014000192729,9,1500,5
2014000195115,5,720,1
2014000195283,2,2200,3
2014000196295,5,1900,4
2014000196314,8,400,4
2014000196494,6,1000,1
2014000197451,9,1800,5
2014000198981,8,540,1
2014000200406,2,2500,3
2014000200877,4,2500,2
2014000201115,4,1600,4
2014000202717,3,2900,3
2014000203268,2,830,8
2014000205370,9,1600,3
2014000207747,6,280,7
2014000210165,2,600,4
2014000210383,5,1200,1
2014000211295,9,850,1
2014000211611,9,2700,6
2014000211833,2,1600,1
2014000213155,4,1700,1
2014000213520,3,1700,3
2014000216013,5,1400,5
2014000216044,9,3200,4
2014000217401,9,420,1
2014000218940,9,3700,8
2014000220927,8,370,1
2014000221138,8,660,1
2014000221657,5,2500,7
2014000224688,4,1900,6
2014000224839,2,1100,1
2014000225066,5,330,1
2014000225786,8,2000,1
2014000226093,9,1000,2
2014000226239,5,2700,5
2014000226919,4,1100,1
2014000227166,9,410,6
2014000227968,8,2100,1
2014000228949,8,3200,12
2014000230440,5,2000,6
2014000231268,8,860,1
2014000231731,3,650,1
2014000232306,4,1700,6
2014000232466,9,3700,5
2014000233041,5,2000,2
2014000233868,8,1500,4
2014000234358,8,1400,1
2014000235551,9,1200,5
2014000236607,4,3300,1
2014000237825,9,430,1
2014000238017,4,1900,6
2014000238438,6,2100,2
2014000239177,6,2500,3
2014000240184,6,460,1
2014000241281,2,1300,5
2014000241501,3,2100,2
2014000242247,6,2200,7
2014000242284,8,1000,1
2014000244072,3,2500,2
2014000244090,3,1200,3
2014000244354,9,3700,3
2014000245828,5,1600,3
2014000246327,8,2500,1
2014000246633,5,1800,2
2014000246661,2,3700,4
2014000250577,4,2900,1
2014000251361,4,1200,1
2014000251816,9,1700,4
2014000253374,8,1600,1
2014000255240,8,1300,1
2014000256268,10,1100,9
2014000256914,9,830,11
2014000257997,5,3700,6
2014000260103,5,1900,1
2014000260757,6,1800,5
2014000262082,2,1100,1
2014000262316,6,1600,1
2014000262495,9,1600,4
2014000262744,2,1900,1
2014000265033,4,1000,1
2014000265406,2,2500,2
2014000265732,6,2500,1
2014000265849,9,1300,7
2014000266650,9,1600,2
2014000267699,6,1800,1
