GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Householder lived in owner-occupied housing units,Margin of Error; Total: - Householder lived in owner-occupied housing units,Estimate; Total: - Householder lived in renter-occupied housing units,Margin of Error; Total: - Householder lived in renter-occupied housing units,Estimate; Total: - Same house 1 year ago:,Margin of Error; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Householder lived in owner-occupied housing units,Margin of Error; Total: - Same house 1 year ago: - Householder lived in owner-occupied housing units,Estimate; Total: - Same house 1 year ago: - Householder lived in renter-occupied housing units,Margin of Error; Total: - Same house 1 year ago: - Householder lived in renter-occupied housing units,Estimate; Total: - Moved within same county:,Margin of Error; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Householder lived in owner-occupied housing units,Margin of Error; Total: - Moved within same county: - Householder lived in owner-occupied housing units,Estimate; Total: - Moved within same county: - Householder lived in renter-occupied housing units,Margin of Error; Total: - Moved within same county: - Householder lived in renter-occupied housing units,Estimate; Total: - Moved from different county within same state:,Margin of Error; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Householder lived in owner-occupied housing units,Margin of Error; Total: - Moved from different county within same state: - Householder lived in owner-occupied housing units,Estimate; Total: - Moved from different county within same state: - Householder lived in renter-occupied housing units,Margin of Error; Total: - Moved from different county within same state: - Householder lived in renter-occupied housing units,Estimate; Total: - Moved from different state:,Margin of Error; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Householder lived in owner-occupied housing units,Margin of Error; Total: - Moved from different state: - Householder lived in owner-occupied housing units,Estimate; Total: - Moved from different state: - Householder lived in renter-occupied housing units,Margin of Error; Total: - Moved from different state: - Householder lived in renter-occupied housing units,Estimate; Total: - Moved from abroad:,Margin of Error; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Householder lived in owner-occupied housing units,Margin of Error; Total: - Moved from abroad: - Householder lived in owner-occupied housing units,Estimate; Total: - Moved from abroad: - Householder lived in renter-occupied housing units,Margin of Error; Total: - Moved from abroad: - Householder lived in renter-occupied housing units
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",3760,258,3143,232,617,213,3279,257,2912,238,367,165,270,150,140,108,130,102,77,46,65,44,12,18,84,73,13,18,71,74,50,39,13,19,37,36
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",3493,345,2569,339,924,280,2801,291,2188,286,613,226,263,136,106,76,157,101,191,117,156,109,35,39,109,74,91,71,18,19,129,91,28,29,101,89
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",3483,226,1631,261,1852,301,2715,204,1511,274,1204,243,295,131,73,71,222,130,147,92,15,21,132,87,135,70,8,12,127,69,191,146,24,38,167,139
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",2200,104,1575,159,625,142,1879,129,1435,157,444,125,132,64,70,47,62,38,72,40,29,28,43,27,65,41,33,28,32,34,52,45,8,12,44,42
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",3924,318,2421,299,1503,334,3335,286,2172,294,1163,258,85,57,25,31,60,46,325,255,93,54,232,251,89,70,71,69,18,19,90,68,60,73,30,38
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",1769,134,436,116,1333,151,1511,130,392,107,1119,150,128,60,19,21,109,54,58,46,10,16,48,38,62,36,15,16,47,33,10,12,0,12,10,12
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",2609,281,1524,332,1085,234,2331,246,1477,319,854,215,130,103,15,18,115,100,84,102,0,12,84,102,45,34,18,23,27,26,19,24,14,22,5,8
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",3489,254,1906,335,1583,288,2858,255,1680,320,1178,241,244,124,130,93,114,84,245,111,96,78,149,83,69,61,0,12,69,61,73,75,0,12,73,75
1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",3847,380,1416,373,2431,315,3163,390,1342,359,1821,269,244,113,0,12,244,113,233,88,21,30,212,80,56,41,12,18,44,37,151,108,41,64,110,90
1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",4176,349,630,230,3546,392,2804,340,593,213,2211,366,430,219,0,12,430,219,480,371,21,33,459,368,246,220,16,24,230,215,216,214,0,12,216,214
1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",3052,286,563,116,2489,329,1971,246,508,106,1463,279,432,124,0,12,432,124,245,95,0,12,245,95,200,102,44,49,156,84,204,103,11,17,193,101
1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",96,82,96,82,0,12,90,79,90,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,6,8,0,12,0,12,0,12,0,12
1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California",2830,413,388,82,2442,414,1271,247,309,63,962,246,698,288,41,2,657,288,483,188,10,16,473,187,198,79,19,16,179,76,180,126,9,14,171,125
1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",3213,414,57,50,3156,432,1459,250,57,50,1402,264,1035,332,0,17,1035,332,374,194,0,17,374,194,173,102,0,17,173,102,172,130,0,17,172,130
1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",4963,763,449,565,4514,540,2456,603,433,539,2023,428,1275,342,16,27,1259,344,641,356,0,17,641,356,177,127,0,17,177,127,414,255,0,17,414,255
1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",4527,447,2041,286,2486,460,3310,380,1935,295,1375,342,333,148,46,54,287,139,323,155,60,70,263,143,266,257,0,12,266,257,295,218,0,12,295,218
1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",4220,252,1810,339,2410,319,3303,321,1652,328,1651,283,320,144,81,88,239,118,313,128,77,63,236,113,151,115,0,12,151,115,133,79,0,12,133,79
1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",3047,340,1010,275,2037,359,2306,348,844,187,1462,321,553,263,139,121,414,269,90,75,0,12,90,75,57,44,27,25,30,34,41,50,0,12,41,50
1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",4044,423,2449,475,1595,292,3428,461,2184,470,1244,280,234,139,108,81,126,116,251,171,104,99,147,152,112,61,41,44,71,51,19,22,12,19,7,12
1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",5275,538,2618,608,2657,513,4140,489,2342,522,1798,443,547,326,105,124,442,299,220,230,0,17,220,230,242,202,171,199,71,54,126,137,0,17,126,137
1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",3098,288,1025,192,2073,333,2789,248,997,192,1792,294,151,102,0,12,151,102,50,46,12,22,38,41,55,33,16,20,39,28,53,48,0,12,53,48
1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",2768,274,1233,236,1535,284,1977,256,1073,220,904,181,325,106,102,80,223,88,274,203,31,27,243,206,171,101,27,44,144,90,21,19,0,12,21,19
1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",5136,900,436,146,4700,913,3041,635,413,140,2628,643,1339,656,23,37,1316,655,550,194,0,17,550,194,127,127,0,17,127,127,79,84,0,17,79,84
1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California",3314,656,1293,174,2021,699,2252,226,1195,177,1057,218,657,529,53,62,604,529,164,147,16,19,148,146,122,74,17,21,105,73,119,87,12,20,107,81
1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California",2894,241,2453,218,441,151,2598,242,2248,221,350,139,170,91,121,86,49,39,99,70,84,72,15,23,0,12,0,12,0,12,27,34,0,12,27,34
1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",1958,168,956,178,1002,151,1593,156,888,155,705,137,108,61,9,14,99,59,108,69,0,12,108,69,82,47,10,14,72,46,67,48,49,46,18,16
1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",1479,135,635,123,844,127,1292,126,606,116,686,128,69,37,0,12,69,37,56,34,13,13,43,31,50,33,16,18,34,27,12,12,0,12,12,12
1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",4209,284,1408,281,2801,283,3499,296,1225,258,2274,262,295,140,61,55,234,132,221,121,110,71,111,83,147,87,0,12,147,87,47,41,12,19,35,36
1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",2476,256,1271,254,1205,237,2223,269,1180,248,1043,223,136,62,70,49,66,41,77,52,21,25,56,43,40,43,0,12,40,43,0,12,0,12,0,12
1400000US06001425101,06001425101,"Census Tract 4251.01, Alameda County, California",1738,166,779,131,959,198,1387,167,707,117,680,156,76,43,20,22,56,37,155,161,19,30,136,159,72,56,23,25,49,48,48,42,10,19,38,37
1400000US06001425102,06001425102,"Census Tract 4251.02, Alameda County, California",3469,226,975,203,2494,251,2028,254,855,188,1173,232,558,198,51,41,507,193,460,171,59,45,401,173,322,126,0,12,322,126,101,90,10,18,91,88
1400000US06001425103,06001425103,"Census Tract 4251.03, Alameda County, California",2837,202,1052,209,1785,265,1845,207,912,190,933,215,418,161,39,48,379,160,459,178,79,68,380,170,87,56,22,34,65,45,28,44,0,12,28,44
1400000US06001425104,06001425104,"Census Tract 4251.04, Alameda County, California",3367,256,1031,186,2336,234,2664,321,897,183,1767,295,277,125,72,56,205,106,269,134,42,35,227,128,119,70,0,12,119,70,38,35,20,29,18,20
1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California",6283,209,5667,304,616,390,5682,289,5250,322,432,247,399,262,263,187,136,200,88,101,88,101,0,17,114,93,66,64,48,70,0,17,0,17,0,17
1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California",4919,205,4032,308,887,304,4465,255,3744,313,721,280,214,111,107,90,107,67,126,87,101,85,25,28,71,88,37,68,34,36,43,33,43,33,0,12
1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",3588,198,2589,257,999,244,3402,187,2484,242,918,245,82,58,47,44,35,40,89,73,43,63,46,40,0,12,0,12,0,12,15,18,15,18,0,12
1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",4109,353,1792,433,2317,411,3407,393,1622,399,1785,383,573,371,117,103,456,369,81,45,53,43,28,29,12,14,0,12,12,14,36,45,0,12,36,45
1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",5144,286,2717,319,2427,361,4628,342,2616,325,2012,337,260,158,33,51,227,144,119,93,45,36,74,88,84,71,0,17,84,71,53,43,23,27,30,31
1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",5617,353,839,257,4778,417,4451,439,794,257,3657,430,599,298,34,43,565,299,357,177,0,17,357,177,79,63,11,17,68,60,131,138,0,17,131,138
1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",5009,421,1876,432,3133,542,4398,446,1834,443,2564,551,218,130,38,45,180,117,178,133,0,17,178,133,195,136,4,41,191,129,20,33,0,17,20,33
1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",5154,441,2040,517,3114,749,4454,432,1950,492,2504,658,468,219,47,46,421,220,205,155,32,44,173,168,27,33,11,17,16,27,0,17,0,17,0,17
1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",4920,401,2023,328,2897,431,4352,414,1915,305,2437,444,149,114,25,47,124,107,317,142,39,47,278,133,83,78,25,52,58,57,19,30,19,30,0,12
1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",2704,285,529,195,2175,340,2248,335,381,144,1867,356,157,98,63,90,94,61,212,148,54,39,158,145,42,45,0,12,42,45,45,45,31,39,14,18
1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",4793,246,2997,287,1796,276,4265,262,2857,281,1408,268,360,156,83,75,277,129,117,79,33,32,84,72,31,39,24,38,7,12,20,37,0,12,20,37
1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",6453,338,4034,448,2419,414,6137,368,3949,447,2188,430,118,98,15,24,103,96,63,62,48,55,15,25,113,132,0,17,113,132,22,35,22,35,0,17
1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",6952,369,5703,451,1249,340,6553,413,5435,463,1118,340,278,183,230,163,48,74,42,66,0,17,42,66,41,66,0,17,41,66,38,36,38,36,0,17
1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",7366,475,5554,581,1812,581,6622,446,5351,564,1271,501,377,226,109,97,268,184,142,87,79,63,63,61,164,178,0,17,164,178,61,73,15,24,46,71
1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",4175,313,1132,261,3043,343,3533,344,989,245,2544,365,286,115,71,57,215,105,181,155,13,20,168,154,111,68,59,47,52,51,64,79,0,12,64,79
1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",3020,213,1019,211,2001,278,2597,234,972,213,1625,281,167,111,0,12,167,111,137,82,20,32,117,77,119,64,27,30,92,58,0,12,0,12,0,12
1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",3283,219,1659,218,1624,227,2605,241,1429,228,1176,242,276,136,136,87,140,113,299,179,75,80,224,155,59,35,5,10,54,35,44,58,14,21,30,44
1400000US06001428700,06001428700,"Census Tract 4287, Alameda County, California",4046,295,1713,238,2333,348,3560,304,1633,248,1927,319,250,123,47,42,203,117,51,53,27,41,24,33,161,105,6,9,155,105,24,40,0,12,24,40
1400000US06001430101,06001430101,"Census Tract 4301.01, Alameda County, California",6760,448,5842,607,918,596,6490,462,5594,612,896,592,104,92,104,92,0,17,66,63,66,63,0,17,63,59,41,47,22,35,37,56,37,56,0,17
1400000US06001430102,06001430102,"Census Tract 4301.02, Alameda County, California",2384,145,1929,193,455,170,2178,176,1804,201,374,138,67,54,62,53,5,8,117,110,41,33,76,103,6,9,6,9,0,12,16,16,16,16,0,12
1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",6549,402,6187,427,362,264,6367,403,6005,426,362,264,94,74,94,74,0,17,31,38,31,38,0,17,28,32,28,32,0,17,29,45,29,45,0,17
1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",3686,259,3048,305,638,345,3392,295,2777,314,615,349,109,85,86,83,23,27,175,88,175,88,0,12,0,12,0,12,0,12,10,16,10,16,0,12
1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",2144,187,2012,186,132,78,2030,178,1934,188,96,56,64,45,36,23,28,40,29,35,29,35,0,12,14,14,6,8,8,12,7,11,7,11,0,12
1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",5467,356,3445,433,2022,400,5012,369,3122,397,1890,394,243,174,224,173,19,33,127,118,68,102,59,58,67,61,31,43,36,43,18,30,0,17,18,30
1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",6551,455,5245,724,1306,598,5951,508,4822,700,1129,608,300,187,189,155,111,98,223,182,177,159,46,80,57,56,57,56,0,17,20,33,0,17,20,33
1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",4012,213,3186,344,826,253,3635,257,2913,315,722,262,295,164,259,148,36,55,79,95,11,17,68,95,3,8,3,8,0,12,0,12,0,12,0,12
1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",5321,548,3344,778,1977,541,4401,680,2886,729,1515,429,592,392,292,300,300,245,239,206,152,182,87,82,0,17,0,17,0,17,89,92,14,23,75,86
1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",4850,355,1015,211,3835,353,4164,389,932,224,3232,386,362,156,46,36,316,158,83,86,20,23,63,82,206,193,17,27,189,193,35,42,0,17,35,42
1400000US06001431000,06001431000,"Census Tract 4310, Alameda County, California",2872,188,928,243,1944,248,2555,196,772,217,1783,263,186,128,132,117,54,42,111,106,24,38,87,98,0,12,0,12,0,12,20,25,0,12,20,25
1400000US06001431100,06001431100,"Census Tract 4311, Alameda County, California",3506,269,863,160,2643,303,2983,216,827,158,2156,247,218,116,25,26,193,112,258,236,0,12,258,236,47,44,11,18,36,39,0,12,0,12,0,12
1400000US06001431200,06001431200,"Census Tract 4312, Alameda County, California",5651,338,2611,469,3040,573,5059,525,2513,434,2546,613,419,310,56,68,363,309,100,81,31,51,69,66,62,78,0,17,62,78,11,21,11,21,0,17
1400000US06001432100,06001432100,"Census Tract 4321, Alameda County, California",3764,247,2757,265,1007,283,3224,301,2603,264,621,227,403,241,44,70,359,262,85,61,58,46,27,43,31,42,31,42,0,12,21,23,21,23,0,12
1400000US06001432200,06001432200,"Census Tract 4322, Alameda County, California",4381,287,2011,347,2370,415,3898,283,1867,340,2031,392,122,69,49,35,73,57,266,181,77,90,189,165,95,63,18,28,77,57,0,12,0,12,0,12
1400000US06001432300,06001432300,"Census Tract 4323, Alameda County, California",4655,300,3041,466,1614,503,4223,366,2798,437,1425,527,332,179,183,154,149,121,91,62,60,53,31,35,0,12,0,12,0,12,9,15,0,12,9,15
1400000US06001432400,06001432400,"Census Tract 4324, Alameda County, California",6386,361,3055,432,3331,530,5511,425,2777,429,2734,510,645,275,171,131,474,296,78,61,57,53,21,34,39,45,0,17,39,45,113,88,50,48,63,73
1400000US06001432501,06001432501,"Census Tract 4325.01, Alameda County, California",4716,410,2462,513,2254,495,4168,426,2236,432,1932,444,307,279,62,52,245,282,151,219,140,218,11,17,0,12,0,12,0,12,90,110,24,26,66,106
1400000US06001432502,06001432502,"Census Tract 4325.02, Alameda County, California",5027,314,2694,388,2333,446,4469,375,2479,371,1990,440,300,155,176,125,124,103,148,69,30,30,118,64,84,93,0,17,84,93,26,24,9,15,17,20
1400000US06001432600,06001432600,"Census Tract 4326, Alameda County, California",7091,457,2457,467,4634,681,6170,560,2248,442,3922,729,595,343,105,92,490,327,213,158,104,82,109,135,0,17,0,17,0,17,113,115,0,17,113,115
1400000US06001432700,06001432700,"Census Tract 4327, Alameda County, California",2843,189,2060,280,783,215,2540,188,1890,241,650,199,169,93,109,60,60,73,87,69,44,51,43,45,17,25,17,25,0,12,30,49,0,12,30,49
1400000US06001432800,06001432800,"Census Tract 4328, Alameda County, California",3847,313,3061,476,786,370,3549,297,2829,435,720,346,207,139,152,111,55,85,70,53,59,49,11,17,21,25,21,25,0,12,0,12,0,12,0,12
1400000US06001433000,06001433000,"Census Tract 4330, Alameda County, California",3824,543,2548,381,1276,444,3560,525,2431,362,1129,429,118,78,34,28,84,71,117,116,73,102,44,60,19,29,0,12,19,29,10,16,10,16,0,12
1400000US06001433102,06001433102,"Census Tract 4331.02, Alameda County, California",4069,325,2411,445,1658,483,3633,579,2026,492,1607,485,376,410,357,389,19,38,49,51,28,40,21,32,0,12,0,12,0,12,11,17,0,12,11,17
1400000US06001433103,06001433103,"Census Tract 4331.03, Alameda County, California",3782,198,1041,261,2741,267,3244,276,957,243,2287,298,408,210,41,48,367,209,58,51,34,43,24,28,27,32,0,12,27,32,45,46,9,14,36,44
1400000US06001433104,06001433104,"Census Tract 4331.04, Alameda County, California",3744,337,1171,283,2573,373,3156,331,1017,273,2139,381,397,166,119,77,278,142,30,36,0,12,30,36,127,76,35,46,92,69,34,48,0,12,34,48
1400000US06001433200,06001433200,"Census Tract 4332, Alameda County, California",7016,441,3532,545,3484,519,6377,489,3344,525,3033,544,453,238,106,140,347,189,134,111,30,46,104,98,0,17,0,17,0,17,52,68,52,68,0,17
1400000US06001433300,06001433300,"Census Tract 4333, Alameda County, California",7757,427,5997,556,1760,627,7283,428,5721,578,1562,599,260,244,164,188,96,157,42,66,0,17,42,66,95,128,95,128,0,17,77,94,17,29,60,90
1400000US06001433400,06001433400,"Census Tract 4334, Alameda County, California",6448,487,5033,625,1415,442,5827,520,4577,610,1250,473,372,261,250,221,122,121,179,171,162,168,17,26,70,84,44,77,26,45,0,17,0,17,0,17
1400000US06001433500,06001433500,"Census Tract 4335, Alameda County, California",4598,249,3792,414,806,334,4333,292,3639,416,694,328,232,136,120,77,112,111,33,33,33,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06001433600,06001433600,"Census Tract 4336, Alameda County, California",5757,393,3121,591,2636,569,5489,415,3088,590,2401,545,166,143,19,33,147,136,32,38,14,25,18,30,13,20,0,17,13,20,57,59,0,17,57,59
1400000US06001433700,06001433700,"Census Tract 4337, Alameda County, California",3564,387,1388,326,2176,441,3227,449,1248,317,1979,469,237,149,85,99,152,101,100,63,55,53,45,40,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06001433800,06001433800,"Census Tract 4338, Alameda County, California",8189,703,4214,951,3975,859,7798,812,4003,963,3795,891,168,157,132,147,36,41,81,91,54,84,27,32,14,21,0,17,14,21,128,127,25,40,103,121
1400000US06001433900,06001433900,"Census Tract 4339, Alameda County, California",7402,668,1076,336,6326,735,6661,617,1076,336,5585,681,548,318,0,17,548,318,0,17,0,17,0,17,0,17,0,17,0,17,193,275,0,17,193,275
1400000US06001434000,06001434000,"Census Tract 4340, Alameda County, California",5231,461,1732,419,3499,482,4933,461,1670,398,3263,497,205,141,30,31,175,140,7,12,0,17,7,12,25,24,11,17,14,24,61,80,21,32,40,74
1400000US06001435102,06001435102,"Census Tract 4351.02, Alameda County, California",4523,288,3256,304,1267,398,4175,344,3013,299,1162,402,188,121,145,114,43,45,115,85,86,77,29,34,12,18,12,18,0,17,33,34,0,17,33,34
1400000US06001435103,06001435103,"Census Tract 4351.03, Alameda County, California",6823,464,6334,513,489,273,6324,506,5878,551,446,269,324,288,281,274,43,69,161,227,161,227,0,17,14,25,14,25,0,17,0,17,0,17,0,17
1400000US06001435104,06001435104,"Census Tract 4351.04, Alameda County, California",5760,453,1041,328,4719,469,4806,498,994,320,3812,515,590,275,13,20,577,274,222,177,10,17,212,176,81,75,12,19,69,72,61,54,12,19,49,49
1400000US06001435200,06001435200,"Census Tract 4352, Alameda County, California",4418,331,3764,446,654,340,4319,352,3685,452,634,341,59,76,59,76,0,12,29,26,20,23,9,13,11,16,0,12,11,16,0,12,0,12,0,12
1400000US06001435300,06001435300,"Census Tract 4353, Alameda County, California",4327,344,1759,380,2568,325,3916,310,1690,357,2226,301,210,126,63,50,147,114,192,136,6,13,186,135,0,12,0,12,0,12,9,15,0,12,9,15
1400000US06001435400,06001435400,"Census Tract 4354, Alameda County, California",4171,336,1266,249,2905,404,3177,312,1120,236,2057,364,453,207,55,44,398,200,432,221,68,59,364,207,55,53,0,12,55,53,54,42,23,25,31,36
1400000US06001435500,06001435500,"Census Tract 4355, Alameda County, California",3969,304,1369,290,2600,362,3523,331,1309,280,2214,374,311,217,7,11,304,215,107,86,35,47,72,73,7,12,7,12,0,12,21,28,11,22,10,15
1400000US06001435601,06001435601,"Census Tract 4356.01, Alameda County, California",5483,484,1358,368,4125,509,5091,514,1203,314,3888,538,296,217,117,117,179,170,41,53,31,51,10,16,0,17,0,17,0,17,55,78,7,11,48,77
1400000US06001435602,06001435602,"Census Tract 4356.02, Alameda County, California",5059,593,1681,357,3378,552,4838,552,1615,346,3223,524,160,93,50,34,110,84,53,38,16,26,37,29,8,13,0,17,8,13,0,17,0,17,0,17
1400000US06001435700,06001435700,"Census Tract 4357, Alameda County, California",4836,381,3529,478,1307,505,4486,351,3362,463,1124,404,102,107,102,107,0,12,65,63,65,63,0,12,0,12,0,12,0,12,183,292,0,12,183,292
1400000US06001435800,06001435800,"Census Tract 4358, Alameda County, California",5524,434,3698,510,1826,685,5168,487,3439,491,1729,685,284,174,213,167,71,110,29,25,29,25,0,17,26,39,0,17,26,39,17,27,17,27,0,17
1400000US06001435900,06001435900,"Census Tract 4359, Alameda County, California",5394,414,3934,426,1460,485,5042,404,3855,418,1187,406,316,241,54,43,262,238,28,32,17,28,11,15,0,17,0,17,0,17,8,13,8,13,0,17
1400000US06001436000,06001436000,"Census Tract 4360, Alameda County, California",4393,384,3156,485,1237,354,3932,414,2827,454,1105,359,384,265,267,234,117,154,18,20,11,17,7,11,16,17,8,14,8,12,43,67,43,67,0,12
1400000US06001436100,06001436100,"Census Tract 4361, Alameda County, California",6071,321,3785,485,2286,509,5287,393,3492,470,1795,438,509,297,95,81,414,294,218,133,155,113,63,51,43,48,43,48,0,17,14,23,0,17,14,23
1400000US06001436200,06001436200,"Census Tract 4362, Alameda County, California",3945,473,569,251,3376,483,3682,501,558,250,3124,513,101,58,11,16,90,55,162,171,0,12,162,171,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06001436300,06001436300,"Census Tract 4363, Alameda County, California",8221,725,3060,611,5161,774,7382,770,2698,559,4684,712,183,133,46,61,137,117,485,318,293,262,192,197,71,72,23,38,48,61,100,171,0,17,100,171
1400000US06001436401,06001436401,"Census Tract 4364.01, Alameda County, California",7522,481,4086,405,3436,555,6281,456,3765,411,2516,548,905,419,153,100,752,400,264,172,151,144,113,79,38,43,0,17,38,43,34,45,17,27,17,28
1400000US06001436402,06001436402,"Census Tract 4364.02, Alameda County, California",2644,250,2300,209,344,277,2528,252,2184,200,344,277,74,46,74,46,0,12,38,29,38,29,0,12,4,8,4,8,0,12,0,12,0,12,0,12
1400000US06001436500,06001436500,"Census Tract 4365, Alameda County, California",4881,312,1512,363,3369,362,3827,365,1375,352,2452,373,446,182,72,61,374,174,484,178,65,54,419,170,37,43,0,12,37,43,87,80,0,12,87,80
1400000US06001436601,06001436601,"Census Tract 4366.01, Alameda County, California",6741,502,3076,534,3665,576,6083,508,2856,519,3227,555,393,171,138,104,255,144,123,75,59,46,64,61,0,17,0,17,0,17,142,126,23,35,119,112
1400000US06001436602,06001436602,"Census Tract 4366.02, Alameda County, California",4935,365,1112,386,3823,496,4587,390,1099,387,3488,500,232,127,0,17,232,127,59,51,0,17,59,51,46,45,13,22,33,37,11,18,0,17,11,18
1400000US06001436700,06001436700,"Census Tract 4367, Alameda County, California",3227,344,1736,412,1491,385,2831,334,1581,363,1250,386,274,162,84,93,190,124,51,50,26,31,25,42,60,60,34,52,26,30,11,18,11,18,0,12
1400000US06001436800,06001436800,"Census Tract 4368, Alameda County, California",4131,402,1832,404,2299,472,3736,369,1773,411,1963,435,289,283,31,35,258,281,54,42,16,25,38,33,12,19,12,19,0,12,40,43,0,12,40,43
1400000US06001436900,06001436900,"Census Tract 4369, Alameda County, California",6760,410,2991,525,3769,566,6143,466,2837,517,3306,542,299,145,67,45,232,137,131,95,63,74,68,64,142,194,11,17,131,194,45,58,13,21,32,53
1400000US06001437000,06001437000,"Census Tract 4370, Alameda County, California",3408,238,2807,300,601,168,3206,248,2707,303,499,163,151,90,86,50,65,73,51,39,14,22,37,33,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06001437101,06001437101,"Census Tract 4371.01, Alameda County, California",7086,503,5805,627,1281,416,6380,539,5204,652,1176,379,409,255,335,230,74,92,277,176,246,171,31,47,0,17,0,17,0,17,20,24,20,24,0,17
1400000US06001437102,06001437102,"Census Tract 4371.02, Alameda County, California",4550,318,2384,572,2166,469,4150,352,2072,508,2078,479,197,171,153,157,44,49,125,99,125,99,0,12,30,46,30,46,0,12,48,46,4,18,44,44
1400000US06001437200,06001437200,"Census Tract 4372, Alameda County, California",7607,679,4802,572,2805,637,7021,575,4586,572,2435,498,146,96,110,86,36,41,157,132,88,125,69,69,86,92,0,17,86,92,197,286,18,31,179,281
1400000US06001437300,06001437300,"Census Tract 4373, Alameda County, California",3163,196,1796,250,1367,229,2819,237,1694,240,1125,199,257,171,55,36,202,172,36,44,5,9,31,44,29,28,29,28,0,12,22,21,13,19,9,10
